"Sample","Quant","Temps","Temperature","CO","CO2"
"BDCV02",2.98,1619,459,45,1991
"BDCV02",2.98,1620,459,42,1976
"BDCV02",2.98,1621,459,39,1962
"BDCV02",2.98,1622,460,39,1942
"BDCV02",2.98,1623,460,39,1937
"BDCV02",2.98,1624,460,42,1928
"BDCV02",2.98,1625,460,39,1908
"BDCV02",2.98,1626,460,39,1893
"BDCV02",2.98,1627,460,39,1879
"BDCV02",2.98,1628,461,35,1854
"BDCV02",2.98,1629,461,35,1845
"BDCV02",2.98,1630,461,39,1820
"BDCV02",2.98,1631,461,39,1801
"BDCV02",2.98,1632,461,32,1791
"BDCV02",2.98,1633,461,32,1767
"BDCV02",2.98,1634,462,35,1747
"BDCV02",2.98,1635,462,35,1732
"BDCV02",2.98,1636,462,35,1713
"BDCV02",2.98,1637,462,35,1693
"BDCV02",2.98,1638,462,39,1679
"BDCV02",2.98,1639,463,35,1664
"BDCV02",2.98,1640,463,32,1649
"BDCV02",2.98,1641,463,32,1620
"BDCV02",2.98,1642,463,35,1606
"BDCV02",2.98,1643,463,39,1591
"BDCV02",2.98,1644,463,35,1571
"BDCV02",2.98,1645,463,29,1552
"BDCV02",2.98,1646,464,26,1523
"BDCV02",2.98,1647,464,32,1508
"BDCV02",2.98,1648,464,35,1493
"BDCV02",2.98,1649,464,32,1479
"BDCV02",2.98,1650,464,32,1459
"BDCV02",2.98,1651,464,32,1440
"BDCV02",2.98,1652,465,29,1420
"BDCV02",2.98,1653,465,29,1405
"BDCV02",2.98,1654,465,26,1391
"BDCV02",2.98,1655,465,23,1366
"BDCV02",2.98,1656,465,23,1352
"BDCV02",2.98,1657,465,23,1342
"BDCV02",2.98,1658,465,26,1322
"BDCV02",2.98,1659,466,29,1298
"BDCV02",2.98,1660,466,29,1283
"BDCV02",2.98,1661,466,26,1264
"BDCV02",2.98,1662,466,26,1244
"BDCV02",2.98,1663,466,23,1240
"BDCV02",2.98,1664,466,26,1210
"BDCV02",2.98,1665,467,26,1196
"BDCV02",2.98,1666,467,23,1186
"BDCV02",2.98,1667,467,23,1161
"BDCV02",2.98,1668,467,19,1147
"BDCV02",2.98,1669,467,19,1137
"BDCV02",2.98,1670,468,23,1113
"BDCV02",2.98,1671,468,23,1093
"BDCV02",2.98,1672,468,19,1083
"BDCV02",2.98,1673,468,26,1059
"BDCV02",2.98,1674,468,23,1054
"BDCV02",2.98,1675,468,16,1044
"BDCV02",2.98,1676,469,19,1025
"BDCV02",2.98,1677,469,19,1005
"BDCV02",2.98,1678,469,19,991
"BDCV02",2.98,1679,469,23,981
"BDCV02",2.98,1680,469,26,961
"BDCV02",2.98,1681,469,23,942
"BDCV02",2.98,1682,470,19,927
"BDCV02",2.98,1683,470,13,917
"BDCV02",2.98,1684,470,16,908
"BDCV02",2.98,1685,470,23,888
"BDCV02",2.98,1686,470,26,869
"BDCV02",2.98,1687,470,23,854
"BDCV02",2.98,1688,471,19,844
"BDCV02",2.98,1689,471,16,834
"BDCV02",2.98,1690,471,16,825
"BDCV02",2.98,1691,471,19,810
"BDCV02",2.98,1692,471,16,791
"BDCV02",2.98,1693,472,16,791
"BDCV02",2.98,1694,472,13,771
"BDCV02",2.98,1695,472,13,747
"BDCV02",2.98,1696,472,13,732
"BDCV02",2.98,1697,472,13,737
"BDCV02",2.98,1698,472,13,732
"BDCV02",2.98,1699,472,13,727
"BDCV02",2.98,1700,473,13,703
"BDCV02",2.98,1701,473,13,678
"BDCV02",2.98,1702,473,13,673
"BDCV02",2.98,1703,473,16,673
"BDCV02",2.98,1704,473,16,669
"BDCV02",2.98,1705,473,16,654
"BDCV02",2.98,1706,474,13,644
"BDCV02",2.98,1707,474,10,639
"BDCV02",2.98,1708,474,10,630
"BDCV02",2.98,1709,474,13,625
"BDCV02",2.98,1710,474,13,610
"BDCV02",2.98,1711,474,13,600
"BDCV02",2.98,1712,474,13,590
"BDCV02",2.98,1713,475,10,586
"BDCV02",2.98,1714,475,13,576
"BDCV02",2.98,1715,475,13,566
"BDCV02",2.98,1716,475,10,561
"BDCV02",2.98,1717,475,10,561
"BDCV02",2.98,1718,475,13,551
"BDCV02",2.98,1719,476,10,547
"BDCV02",2.98,1720,476,10,542
"BDCV02",2.98,1721,476,10,532
"BDCV02",2.98,1722,476,13,517
"BDCV02",2.98,1723,476,16,508
"BDCV02",2.98,1724,476,13,503
"BDCV02",2.98,1725,477,16,493
"BDCV02",2.98,1726,477,10,493
"BDCV02",2.98,1727,477,6,493
"BDCV02",2.98,1728,477,6,483
"BDCV02",2.98,1729,477,6,478
"BDCV02",2.98,1730,477,6,478
"BDCV02",2.98,1731,478,3,473
"BDCV02",2.98,1732,478,6,454
"BDCV02",2.98,1733,478,10,454
"BDCV02",2.98,1734,478,6,449
"BDCV02",2.98,1735,478,3,439
"BDCV02",2.98,1736,478,3,444
"BDCV02",2.98,1737,479,6,444
"BDCV02",2.98,1738,479,10,439
"BDCV02",2.98,1739,479,13,429
"BDCV02",2.98,1740,479,13,425
"BDCV02",2.98,1741,479,10,425
"BDCV02",2.98,1742,479,10,425
"BDCV02",2.98,1743,480,10,420
"BDCV02",2.98,1744,480,10,410
"BDCV02",2.98,1745,480,10,405
"BDCV02",2.98,1746,480,3,395
"BDCV02",2.98,1747,480,3,405
"BDCV02",2.98,1748,480,6,405
"BDCV02",2.98,1749,480,10,390
"BDCV02",2.98,1750,481,10,390
"BDCV02",2.98,1751,481,10,386
"BDCV02",2.98,1752,481,10,381
"BDCV02",2.98,1753,481,10,381
"BDCV02",2.98,1754,481,10,381
"BDCV02",2.98,1755,482,6,371
"BDCV02",2.98,1756,482,6,361
"BDCV02",2.98,1757,482,3,361
"BDCV02",2.98,1758,482,3,361
"BDCV02",2.98,1759,482,10,366
"BDCV02",2.98,1760,482,10,356
"BDCV02",2.98,1761,483,13,351
"BDCV02",2.98,1762,483,10,356
"BDCV02",2.98,1763,483,3,361
"BDCV02",2.98,1764,483,3,346
"BDCV02",2.98,1765,483,3,337
"BDCV02",2.98,1766,483,3,337
"BDCV02",2.98,1767,483,6,342
"BDCV02",2.98,1768,484,3,337
"BDCV02",2.98,1769,484,3,337
"BDCV02",2.98,1770,484,10,342
"BDCV02",2.98,1771,484,10,337
"BDCV02",2.98,1772,485,6,327
"BDCV02",2.98,1773,485,6,332
"BDCV02",2.98,1774,485,10,322
"BDCV02",2.98,1775,485,10,317
"BDCV02",2.98,1776,485,13,322
"BDCV02",2.98,1777,485,10,317
"BDCV02",2.98,1778,485,13,312
"BDCV02",2.98,1779,485,6,312
"BDCV02",2.98,1780,486,3,307
"BDCV02",2.98,1781,486,6,303
"BDCV02",2.98,1782,486,0,293
"BDCV02",2.98,1783,486,6,293
"BDCV02",2.98,1784,487,10,288
"BDCV02",2.98,1785,487,3,288
"BDCV02",2.98,1786,487,6,288
"BDCV02",2.98,1787,487,10,283
"BDCV02",2.98,1788,487,6,288
"BDCV02",2.98,1789,487,3,293
"BDCV02",2.98,1790,488,3,288
"BDCV02",2.98,1791,488,6,273
"BDCV02",2.98,1792,488,6,278
"BDCV02",2.98,1793,488,3,278
"BDCV02",2.98,1794,488,3,268
"BDCV02",2.98,1795,488,3,264
"BDCV02",2.98,1796,489,6,268
"BDCV02",2.98,1797,489,3,264
"BDCV02",2.98,1798,489,3,268
"BDCV02",2.98,1799,489,6,264
"BDCV02",2.98,1800,489,6,264
"BDCV02",2.98,1801,489,6,264
"BDCV02",2.98,1802,489,3,259
"BDCV02",2.98,1803,490,3,254
"BDCV02",2.98,1804,490,3,254
"BDCV02",2.98,1805,490,3,249
"BDCV02",2.98,1806,490,6,244
"BDCV02",2.98,1807,490,3,244
"BDCV02",2.98,1808,490,10,244
"BDCV02",2.98,1809,491,10,239
"BDCV02",2.98,1810,491,6,234
"BDCV02",2.98,1811,491,6,229
"BDCV02",2.98,1812,491,6,239
"BDCV02",2.98,1813,491,6,239
"BDCV02",2.98,1814,491,6,229
"BDCV02",2.98,1815,492,6,234
"BDCV02",2.98,1816,492,6,234
"BDCV02",2.98,1817,492,3,234
"BDCV02",2.98,1818,492,6,234
"BDCV02",2.98,1819,492,10,234
"BDCV02",2.98,1820,493,6,229
"BDCV02",2.98,1821,493,3,224
"BDCV02",2.98,1822,493,6,229
"BDCV02",2.98,1823,493,6,224
"BDCV02",2.98,1824,493,3,229
"BDCV02",2.98,1825,493,10,224
"BDCV02",2.98,1826,493,6,220
"BDCV02",2.98,1827,494,6,215
"BDCV02",2.98,1828,494,10,215
"BDCV02",2.98,1829,494,3,215
"BDCV02",2.98,1830,494,3,215
"BDCV02",2.98,1831,494,3,215
"BDCV02",2.98,1832,495,3,215
"BDCV02",2.98,1833,495,6,215
"BDCV02",2.98,1834,495,10,215
"BDCV02",2.98,1835,495,6,215
"BDCV02",2.98,1836,495,0,210
"BDCV02",2.98,1837,495,3,205
"BDCV02",2.98,1838,495,3,205
"BDCV02",2.98,1839,496,3,200
"BDCV02",2.98,1840,496,6,195
"BDCV02",2.98,1841,496,3,200
"BDCV02",2.98,1842,496,0,195
"BDCV02",2.98,1843,496,0,195
"BDCV02",2.98,1844,496,3,195
"BDCV02",2.98,1845,496,3,195
"BDCV02",2.98,1846,497,3,195
"BDCV02",2.98,1847,497,3,190
"BDCV02",2.98,1848,497,6,185
"BDCV02",2.98,1849,497,3,195
"BDCV02",2.98,1850,497,0,195
"BDCV02",2.98,1851,497,3,185
"BDCV02",2.98,1852,498,3,185
"BDCV02",2.98,1853,498,6,190
"BDCV02",2.98,1854,498,3,190
"BDCV02",2.98,1855,498,3,185
"BDCV02",2.98,1856,498,6,185
"BDCV02",2.98,1857,498,3,181
"BDCV02",2.98,1858,499,3,181
"BDCV02",2.98,1859,499,3,181
"BDCV02",2.98,1860,499,6,185
"BDCV02",2.98,1861,499,3,181
"BDCV02",2.98,1862,499,0,185
"BDCV02",2.98,1863,499,0,190
"BDCV02",2.98,1864,500,3,185
"BDCV02",2.98,1865,500,3,181
"BDCV02",2.98,1866,500,3,181
"BDCV02",2.98,1867,500,6,176
"BDCV02",2.98,1868,500,6,176
"BDCV02",2.98,1869,501,6,176
"BDCV02",2.98,1870,501,6,176
"BDCV02",2.98,1871,501,6,176
"BDCV02",2.98,1872,501,3,181
"BDCV02",2.98,1873,501,3,176
"BDCV02",2.98,1874,501,6,176
"BDCV02",2.98,1875,501,10,171
"BDCV02",2.98,1876,501,3,166
"BDCV02",2.98,1877,502,3,166
"BDCV02",2.98,1878,502,0,176
"BDCV02",2.98,1879,502,0,166
"BDCV02",2.98,1880,503,0,171
"BDCV02",2.98,1881,503,0,181
"BDCV02",2.98,1882,503,0,171
"BDCV02",2.98,1883,503,0,166
"BDCV02",2.98,1884,503,3,161
"BDCV02",2.98,1885,504,3,166
"BDCV02",2.98,1886,504,3,166
"BDCV02",2.98,1887,504,3,166
"BDCV02",2.98,1888,504,3,166
"BDCV02",2.98,1889,504,3,171
"BDCV02",2.98,1890,504,0,171
"BDCV02",2.98,1891,504,0,161
"BDCV02",2.98,1892,505,3,156
"BDCV02",2.98,1893,505,6,156
"BDCV02",2.98,1894,505,3,166
"BDCV02",2.98,1895,505,3,171
"BDCV02",2.98,1896,505,6,156
"BDCV02",2.98,1897,505,0,146
"BDCV02",2.98,1898,506,0,151
"BDCV02",2.98,1899,506,3,151
"BDCV02",2.98,1900,506,3,151
"BDCV02",2.98,1901,506,3,156
"BDCV02",2.98,1902,506,0,156
"BDCV02",2.98,1903,506,3,156
"BDCV02",2.98,1904,506,0,156
"BDCV02",2.98,1905,507,0,142
"BDCV02",2.98,1906,507,0,151
"BDCV02",2.98,1907,507,3,156
"BDCV02",2.98,1908,507,0,156
"BDCV02",2.98,1909,507,3,146
"BDCV02",2.98,1910,507,3,146
"BDCV02",2.98,1911,508,6,151
"BDCV02",2.98,1912,508,3,151
"BDCV02",2.98,1913,508,3,156
"BDCV02",2.98,1914,508,3,156
"BDCV02",2.98,1915,508,0,151
"BDCV02",2.98,1916,508,6,151
"BDCV02",2.98,1917,509,6,151
"BDCV02",2.98,1918,509,0,151
"BDCV02",2.98,1919,509,3,146
"BDCV02",2.98,1920,509,3,146
"BDCV02",2.98,1921,509,3,156
"BDCV02",2.98,1922,509,0,146
"BDCV02",2.98,1923,510,0,137
"BDCV02",2.98,1924,510,3,137
"BDCV02",2.98,1925,510,0,146
"BDCV02",2.98,1926,510,3,137
"BDCV02",2.98,1927,510,3,137
"BDCV02",2.98,1928,510,3,137
"BDCV02",2.98,1929,511,0,137
"BDCV02",2.98,1930,511,0,142
"BDCV02",2.98,1931,511,0,151
"BDCV02",2.98,1932,511,0,146
"BDCV02",2.98,1933,511,0,142
"BDCV02",2.98,1934,511,3,132
"BDCV02",2.98,1935,512,0,127
"BDCV02",2.98,1936,512,0,132
"BDCV02",2.98,1937,512,3,137
"BDCV02",2.98,1938,512,0,132
"BDCV02",2.98,1939,512,3,132
"BDCV02",2.98,1940,512,3,132
"BDCV02",2.98,1941,512,3,137
"BDCV02",2.98,1942,513,3,132
"BDCV02",2.98,1943,513,3,132
"BDCV02",2.98,1944,513,0,137
"BDCV02",2.98,1945,513,0,137
"BDCV02",2.98,1946,513,3,132
"BDCV02",2.98,1947,513,6,137
"BDCV02",2.98,1948,514,3,137
"BDCV02",2.98,1949,514,3,132
"BDCV02",2.98,1950,514,0,132
"BDCV02",2.98,1951,514,0,132
"BDCV02",2.98,1952,514,0,137
"BDCV02",2.98,1953,514,3,132
"BDCV02",2.98,1954,515,3,127
"BDCV02",2.98,1955,515,6,132
"BDCV02",2.98,1956,515,10,127
"BDCV02",2.98,1957,515,3,127
"BDCV02",2.98,1958,515,0,137
"BDCV02",2.98,1959,515,3,132
"BDCV02",2.98,1960,516,3,127
"BDCV02",2.98,1961,516,3,132
"BDCV02",2.98,1962,516,3,122
"BDCV02",2.98,1963,516,0,117
"BDCV02",2.98,1964,516,0,117
"BDCV02",2.98,1965,517,3,132
"BDCV02",2.98,1966,517,6,132
"BDCV02",2.98,1967,517,3,132
"BDCV02",2.98,1968,517,0,132
"BDCV02",2.98,1969,517,0,127
"BDCV02",2.98,1970,517,0,117
"BDCV02",2.98,1971,518,0,127
"BDCV02",2.98,1972,518,0,122
"BDCV02",2.98,1973,518,0,117
"BDCV02",2.98,1974,518,0,117
"BDCV02",2.98,1975,518,3,122
"BDCV02",2.98,1976,518,6,117
"BDCV02",2.98,1977,519,3,112
"BDCV02",2.98,1978,519,0,117
"BDCV02",2.98,1979,519,3,117
"BDCV02",2.98,1980,519,3,112
"BDCV02",2.98,1981,519,3,107
"BDCV02",2.98,1982,519,0,112
"BDCV02",2.98,1983,520,0,112
"BDCV02",2.98,1984,520,0,112
"BDCV02",2.98,1985,520,0,112
"BDCV02",2.98,1986,520,0,112
"BDCV02",2.98,1987,520,6,112
"BDCV02",2.98,1988,520,3,112
"BDCV02",2.98,1989,520,0,112
"BDCV02",2.98,1990,521,0,112
"BDCV02",2.98,1991,521,3,107
"BDCV02",2.98,1992,521,3,112
"BDCV02",2.98,1993,521,3,122
"BDCV02",2.98,1994,521,0,117
"BDCV02",2.98,1995,521,3,112
"BDCV02",2.98,1996,521,3,112
"BDCV02",2.98,1997,522,3,112
"BDCV02",2.98,1998,522,3,112
"BDCV02",2.98,1999,522,3,112
"BDCV02",2.98,2000,522,3,107
"BDCV02",2.98,2001,522,6,107
"BDCV02",2.98,2002,523,6,107
"BDCV02",2.98,2003,523,6,107
"BDCV02",2.98,2004,523,10,112
"BDCV02",2.98,2005,523,3,107
"BDCV02",2.98,2006,523,3,102
"BDCV02",2.98,2007,524,3,107
"BDCV02",2.98,2008,524,0,102
"BDCV02",2.98,2009,524,0,107
"BDCV02",2.98,2010,524,3,112
"BDCV02",2.98,2011,524,3,102
"BDCV02",2.98,2012,524,0,107
"BDCV02",2.98,2013,525,3,102
"BDCV02",2.98,2014,525,0,102
"BDCV02",2.98,2015,525,0,93
"BDCV02",2.98,2016,525,3,98
"BDCV02",2.98,2017,525,6,102
"BDCV02",2.98,2018,525,10,107
"BDCV02",2.98,2019,526,3,107
"BDCV02",2.98,2020,526,3,93
"BDCV02",2.98,2021,526,3,93
"BDCV02",2.98,2022,526,3,98
"BDCV02",2.98,2023,526,3,93
"BDCV02",2.98,2024,526,0,102
"BDCV02",2.98,2025,527,0,102
"BDCV02",2.98,2026,527,0,98
"BDCV02",2.98,2027,527,0,107
"BDCV02",2.98,2028,527,0,102
"BDCV02",2.98,2029,527,3,98
"BDCV02",2.98,2030,527,0,98
"BDCV02",2.98,2031,528,0,98
"BDCV02",2.98,2032,528,0,93
"BDCV02",2.98,2033,528,0,98
"BDCV02",2.98,2034,528,3,88
"BDCV02",2.98,2035,528,6,83
"BDCV02",2.98,2036,528,3,88
"BDCV02",2.98,2037,529,3,98
"BDCV02",2.98,2038,529,0,93
"BDCV02",2.98,2039,529,0,88
"BDCV02",2.98,2040,529,0,93
"BDCV02",2.98,2041,529,0,93
"BDCV02",2.98,2042,529,3,93
"BDCV02",2.98,2043,529,0,98
"BDCV02",2.98,2044,530,0,88
"BDCV02",2.98,2045,530,0,83
"BDCV02",2.98,2046,530,3,83
"BDCV02",2.98,2047,530,0,93
"BDCV02",2.98,2048,530,0,93
"BDCV02",2.98,2049,530,0,88
"BDCV02",2.98,2050,531,0,83
"BDCV02",2.98,2051,531,0,88
"BDCV02",2.98,2052,531,3,88
"BDCV02",2.98,2053,531,3,88
"BDCV02",2.98,2054,531,0,83
"BDCV02",2.98,2055,531,3,88
"BDCV02",2.98,2056,532,0,83
"BDCV02",2.98,2057,532,0,83
"BDCV02",2.98,2058,532,0,83
"BDCV02",2.98,2059,532,0,78
"BDCV02",2.98,2060,532,0,78
"BDCV02",2.98,2061,532,0,83
"BDCV02",2.98,2062,533,0,83
"BDCV02",2.98,2063,533,0,83
"BDCV02",2.98,2064,533,0,83
"BDCV02",2.98,2065,533,0,78
"BDCV02",2.98,2066,533,3,78
"BDCV02",2.98,2067,533,0,88
"BDCV02",2.98,2068,534,0,88
"BDCV02",2.98,2069,534,0,83
"BDCV02",2.98,2070,534,0,78
"BDCV02",2.98,2071,534,0,73
"BDCV02",2.98,2072,534,0,73
"BDCV02",2.98,2073,534,0,73
"BDCV02",2.98,2074,535,0,73
"BDCV02",2.98,2075,535,0,73
"BDCV02",2.98,2076,535,0,78
"BDCV02",2.98,2077,535,0,78
"BDCV02",2.98,2078,535,0,68
"BDCV02",2.98,2079,536,0,63
"BDCV02",2.98,2080,536,0,68
"BDCV02",2.98,2081,536,0,78
"BDCV02",2.98,2082,536,0,73
"BDCV02",2.98,2083,536,0,73
"BDCV02",2.98,2084,536,3,73
"BDCV02",2.98,2085,536,6,73
"BDCV02",2.98,2086,537,6,73
"BDCV02",2.98,2087,537,3,78
"BDCV02",2.98,2088,537,0,73
"BDCV02",2.98,2089,537,0,68
"BDCV02",2.98,2090,537,0,68
"BDCV02",2.98,2091,537,3,73
"BDCV02",2.98,2092,538,0,78
"BDCV02",2.98,2093,538,3,73
"BDCV02",2.98,2094,538,3,63
"BDCV02",2.98,2095,538,0,68
"BDCV02",2.98,2096,538,0,73
"BDCV02",2.98,2097,538,3,59
"BDCV02",2.98,2098,538,0,63
"BDCV02",2.98,2099,539,0,68
"BDCV02",2.98,2100,539,0,68
"BDCV02",2.98,2101,539,0,73
"BDCV02",2.98,2102,539,3,63
"BDCV02",2.98,2103,539,3,68
"BDCV02",2.98,2104,539,0,73
"BDCV02",2.98,2105,540,0,68
"BDCV02",2.98,2106,540,0,68
"BDCV02",2.98,2107,540,0,73
"BDCV02",2.98,2108,540,0,68
"BDCV02",2.98,2109,540,0,54
"BDCV02",2.98,2110,540,0,54
"BDCV02",2.98,2111,541,3,59
"BDCV02",2.98,2112,541,0,59
"BDCV02",2.98,2113,541,0,63
"BDCV02",2.98,2114,541,0,63
"BDCV02",2.98,2115,541,3,63
"BDCV02",2.98,2116,542,3,63
"BDCV02",2.98,2117,542,0,59
"BDCV02",2.98,2118,542,0,54
"BDCV02",2.98,2119,542,0,54
"BDCV02",2.98,2120,542,0,54
"BDCV02",2.98,2121,543,3,63
"BDCV02",2.98,2122,543,6,59
"BDCV02",2.98,2123,543,3,59
"BDCV02",2.98,2124,543,0,59
"BDCV02",2.98,2125,543,3,54
"BDCV02",2.98,2126,543,0,49
"BDCV02",2.98,2127,544,3,54
"BDCV02",2.98,2128,544,3,59
"BDCV02",2.98,2129,544,0,54
"BDCV02",2.98,2130,544,0,54
"BDCV02",2.98,2131,544,0,54
"BDCV02",2.98,2132,544,0,49
"BDCV02",2.98,2133,545,0,54
"BDCV02",2.98,2134,545,3,49
"BDCV02",2.98,2135,545,0,49
"BDCV02",2.98,2136,545,0,49
"BDCV02",2.98,2137,545,0,49
"BDCV02",2.98,2138,545,0,49
"BDCV02",2.98,2139,546,0,49
"BDCV02",2.98,2140,546,0,54
"BDCV02",2.98,2141,546,0,54
"BDCV02",2.98,2142,546,0,54
"BDCV02",2.98,2143,546,0,49
"BDCV02",2.98,2144,546,0,49
"BDCV02",2.98,2145,546,0,54
"BDCV02",2.98,2146,547,0,44
"BDCV02",2.98,2147,547,0,44
"BDCV02",2.98,2148,547,0,49
"BDCV02",2.98,2149,547,0,54
"BDCV02",2.98,2150,547,0,49
"BDCV02",2.98,2151,547,0,44
"BDCV02",2.98,2152,548,3,49
"BDCV02",2.98,2153,548,3,54
"BDCV02",2.98,2154,548,0,49
"BDCV02",2.98,2155,548,0,44
"BDCV02",2.98,2156,548,0,44
"BDCV02",2.98,2157,548,0,44
"BDCV02",2.98,2158,549,0,44
"BDCV02",2.98,2159,549,0,29
"BDCV02",2.98,2160,549,0,39
"BDCV02",2.98,2161,549,3,39
"BDCV02",2.98,2162,549,0,39
"BDCV02",2.98,2163,549,0,39
"BDCV02",2.98,2164,549,0,39
"BDCV02",2.98,2165,550,0,44
"BDCV02",2.98,2166,550,0,44
"BDCV02",2.98,2167,550,0,44
"BDCV02",2.98,2168,550,0,39
"BDCV02",2.98,2169,550,0,39
"BDCV02",2.98,2170,550,0,49
"BDCV02",2.98,2171,551,0,49
"BDCV02",2.98,2172,551,0,39
"BDCV02",2.98,2173,551,0,39
"BDCV02",2.98,2174,551,0,44
"BDCV02",2.98,2175,551,0,39
"BDCV02",2.98,2176,551,0,49
"BDCV02",2.98,2177,552,0,49
"BDCV02",2.98,2178,552,0,39
"BDCV02",2.98,2179,552,0,34
"BDCV02",2.98,2180,552,0,34
"BDCV02",2.98,2181,552,0,34
"BDCV02",2.98,2182,552,0,34
"BDCV02",2.98,2183,553,0,34
"BDCV02",2.98,2184,553,0,34
"BDCV02",2.98,2185,553,0,39
"BDCV02",2.98,2186,553,3,39
"BDCV02",2.98,2187,553,0,34
"BDCV02",2.98,2188,553,0,34
"BDCV02",2.98,2189,554,0,34
"BDCV02",2.98,2190,554,3,29
"BDCV02",2.98,2191,554,0,39
"BDCV02",2.98,2192,554,0,39
"BDCV02",2.98,2193,554,0,34
"BDCV02",2.98,2194,554,0,44
"BDCV02",2.98,2195,555,0,44
"BDCV02",2.98,2196,555,0,34
"BDCV02",2.98,2197,555,0,29
"BDCV02",2.98,2198,555,0,34
"BDCV02",2.98,2199,555,0,39
"BDCV02",2.98,2200,555,6,34
"BDCV02",2.98,2201,556,0,34
"BDCV02",2.98,2202,556,0,44
"BDCV02",2.98,2203,556,3,44
"BDCV02",2.98,2204,556,0,34
"BDCV02",2.98,2205,556,0,29
"BDCV02",2.98,2206,556,0,34
"BDCV02",2.98,2207,557,0,34
"BDCV02",2.98,2208,557,0,24
"BDCV02",2.98,2209,557,0,29
"BDCV02",2.98,2210,557,0,34
"BDCV02",2.98,2211,557,0,34
"BDCV02",2.98,2212,558,0,29
"BDCV02",2.98,2213,558,0,34
"BDCV02",2.98,2214,558,0,24
"BDCV02",2.98,2215,558,0,29
"BDCV02",2.98,2216,558,0,29
"BDCV02",2.98,2217,558,0,29
"BDCV02",2.98,2218,558,0,34
"BDCV02",2.98,2219,559,0,29
"BDCV02",2.98,2220,559,0,29
"BDCV02",2.98,2221,559,0,29
"BDCV02",2.98,2222,559,0,34
"BDCV02",2.98,2223,559,0,29
"BDCV02",2.98,2224,560,0,29
"BDCV02",2.98,2225,560,0,29
"BDCV02",2.98,2226,560,0,34
"BDCV02",2.98,2227,560,0,39
"BDCV02",2.98,2228,560,3,34
"BDCV02",2.98,2229,560,0,20
"BDCV02",2.98,2230,561,0,20
"BDCV02",2.98,2231,561,0,24
"BDCV02",2.98,2232,561,0,24
"BDCV02",2.98,2233,561,0,29
"BDCV02",2.98,2234,561,0,24
"BDCV02",2.98,2235,561,0,29
"BDCV02",2.98,2236,561,0,34
"BDCV02",2.98,2237,562,0,34
"BDCV02",2.98,2238,562,3,34
"BDCV02",2.98,2239,562,0,34
"BDCV02",2.98,2240,562,0,29
"BDCV02",2.98,2241,562,0,39
"BDCV02",2.98,2242,563,0,39
"BDCV02",2.98,2243,563,0,34
"BDCV02",2.98,2244,563,0,29
"BDCV02",2.98,2245,563,0,24
"BDCV02",2.98,2246,563,0,34
"BDCV02",2.98,2247,563,0,34
"BDCV02",2.98,2248,564,0,29
"BDCV02",2.98,2249,564,0,29
"BDCV02",2.98,2250,564,0,34
"BDCV02",2.98,2251,564,0,34
"BDCV02",2.98,2252,564,0,39
"BDCV02",2.98,2253,564,0,39
"BDCV02",2.98,2254,565,0,39
"BDCV02",2.98,2255,565,0,39
"BDCV02",2.98,2256,565,0,39
"BDCV02",2.98,2257,565,0,34
"BDCV02",2.98,2258,565,0,24
"BDCV02",2.98,2259,566,0,24
"BDCV02",2.98,2260,566,0,34
"BDCV02",2.98,2261,566,0,34
"BDCV02",2.98,2262,566,0,29
"BDCV02",2.98,2263,566,0,29
"BDCV02",2.98,2264,566,0,34
"BDCV02",2.98,2265,566,0,34
"BDCV02",2.98,2266,566,0,29
"BDCV02",2.98,2267,566,0,24
"BDCV02",2.98,2268,567,0,29
"BDCV02",2.98,2269,567,0,34
"BDCV02",2.98,2270,567,0,34
"BDCV02",2.98,2271,567,0,34
"BDCV02",2.98,2272,568,3,44
"BDCV02",2.98,2273,568,6,39
"BDCV02",2.98,2274,568,0,34
"BDCV02",2.98,2275,568,0,34
"BDCV02",2.98,2276,568,0,34
"BDCV02",2.98,2277,568,0,34
"BDCV02",2.98,2278,569,0,34
"BDCV02",2.98,2279,569,0,39
"BDCV02",2.98,2280,569,0,44
"BDCV02",2.98,2281,569,0,34
"BDCV02",2.98,2282,569,0,34
"BDCV02",2.98,2283,569,0,29
"BDCV02",2.98,2284,570,0,34
"BDCV02",2.98,2285,570,0,39
"BDCV02",2.98,2286,570,0,39
"BDCV02",2.98,2287,570,3,39
"BDCV02",2.98,2288,570,3,34
"BDCV02",2.98,2289,570,0,39
"BDCV02",2.98,2290,571,0,44
"BDCV02",2.98,2291,571,3,44
"BDCV02",2.98,2292,571,0,39
"BDCV02",2.98,2293,571,0,39
"BDCV02",2.98,2294,571,3,39
"BDCV02",2.98,2295,571,0,39
"BDCV02",2.98,2296,572,0,34
"BDCV02",2.98,2297,572,0,34
"BDCV02",2.98,2298,572,0,39
"BDCV02",2.98,2299,572,0,39
"BDCV02",2.98,2300,572,0,44
"BDCV02",2.98,2301,572,0,39
"BDCV02",2.98,2302,573,3,39
"BDCV02",2.98,2303,573,3,49
"BDCV02",2.98,2304,573,0,44
"BDCV02",2.98,2305,573,0,44
"BDCV02",2.98,2306,573,0,39
"BDCV02",2.98,2307,573,0,44
"BDCV02",2.98,2308,573,0,39
"BDCV02",2.98,2309,574,0,34
"BDCV02",2.98,2310,574,0,39
"BDCV02",2.98,2311,574,0,39
"BDCV02",2.98,2312,574,0,39
"BDCV02",2.98,2313,574,0,44
