"Sample","Quant","Temps","Temperature","CO","CO2"
"BDCV02",2.98,2314,574,0,44
"BDCV02",2.98,2315,574,0,39
"BDCV02",2.98,2316,574,0,49
"BDCV02",2.98,2317,575,0,44
"BDCV02",2.98,2318,575,0,44
"BDCV02",2.98,2319,575,0,44
"BDCV02",2.98,2320,575,0,39
"BDCV02",2.98,2321,575,0,39
"BDCV02",2.98,2322,576,0,49
"BDCV02",2.98,2323,576,3,44
"BDCV02",2.98,2324,576,0,39
"BDCV02",2.98,2325,576,0,34
"BDCV02",2.98,2326,576,0,39
"BDCV02",2.98,2327,576,3,39
"BDCV02",2.98,2328,577,3,44
"BDCV02",2.98,2329,577,0,49
"BDCV02",2.98,2330,577,0,49
"BDCV02",2.98,2331,577,0,44
"BDCV02",2.98,2332,578,0,44
"BDCV02",2.98,2333,578,0,49
"BDCV02",2.98,2334,578,0,54
"BDCV02",2.98,2335,578,0,49
"BDCV02",2.98,2336,578,0,49
"BDCV02",2.98,2337,578,0,49
"BDCV02",2.98,2338,579,0,39
"BDCV02",2.98,2339,579,0,39
"BDCV02",2.98,2340,579,0,39
"BDCV02",2.98,2341,579,0,49
"BDCV02",2.98,2342,579,0,39
"BDCV02",2.98,2343,579,0,39
"BDCV02",2.98,2344,580,0,39
"BDCV02",2.98,2345,580,0,44
"BDCV02",2.98,2346,580,0,34
"BDCV02",2.98,2347,580,0,44
"BDCV02",2.98,2348,580,0,59
"BDCV02",2.98,2349,580,0,44
"BDCV02",2.98,2350,580,0,44
"BDCV02",2.98,2351,581,0,54
"BDCV02",2.98,2352,581,3,59
"BDCV02",2.98,2353,581,0,54
"BDCV02",2.98,2354,581,0,49
"BDCV02",2.98,2355,581,0,49
"BDCV02",2.98,2356,581,0,54
"BDCV02",2.98,2357,582,3,54
"BDCV02",2.98,2358,582,0,54
"BDCV02",2.98,2359,582,0,49
"BDCV02",2.98,2360,582,0,49
"BDCV02",2.98,2361,582,3,59
"BDCV02",2.98,2362,582,0,49
"BDCV02",2.98,2363,583,0,49
"BDCV02",2.98,2364,583,0,49
"BDCV02",2.98,2365,583,0,44
"BDCV02",2.98,2366,583,0,49
"BDCV02",2.98,2367,583,0,39
"BDCV02",2.98,2368,583,0,39
"BDCV02",2.98,2369,584,0,49
"BDCV02",2.98,2370,584,0,44
"BDCV02",2.98,2371,584,0,49
"BDCV02",2.98,2372,584,0,54
"BDCV02",2.98,2373,584,0,49
"BDCV02",2.98,2374,584,0,39
"BDCV02",2.98,2375,585,0,49
"BDCV02",2.98,2376,585,0,54
"BDCV02",2.98,2377,585,0,49
"BDCV02",2.98,2378,585,0,44
"BDCV02",2.98,2379,585,0,44
"BDCV02",2.98,2380,585,0,49
"BDCV02",2.98,2381,586,0,49
"BDCV02",2.98,2382,586,0,39
"BDCV02",2.98,2383,586,0,44
"BDCV02",2.98,2384,586,0,49
"BDCV02",2.98,2385,586,0,49
"BDCV02",2.98,2386,586,0,49
"BDCV02",2.98,2387,587,0,49
"BDCV02",2.98,2388,587,0,49
"BDCV02",2.98,2389,587,0,44
"BDCV02",2.98,2390,587,0,39
"BDCV02",2.98,2391,587,0,39
"BDCV02",2.98,2392,587,0,54
"BDCV02",2.98,2393,588,0,49
"BDCV02",2.98,2394,588,0,49
"BDCV02",2.98,2395,588,0,44
"BDCV02",2.98,2396,588,0,49
"BDCV02",2.98,2397,588,0,54
"BDCV02",2.98,2398,589,0,44
"BDCV02",2.98,2399,589,0,44
"BDCV02",2.98,2400,589,0,44
"BDCV02",2.98,2401,589,0,44
"BDCV02",2.98,2402,589,0,44
"BDCV02",2.98,2403,589,0,44
"BDCV02",2.98,2404,589,0,44
"BDCV02",2.98,2405,590,0,49
"BDCV02",2.98,2406,590,0,44
"BDCV02",2.98,2407,590,0,39
"BDCV02",2.98,2408,590,0,54
"BDCV02",2.98,2409,590,0,54
"BDCV02",2.98,2410,590,3,44
"BDCV02",2.98,2411,590,0,49
"BDCV02",2.98,2412,591,0,49
"BDCV02",2.98,2413,591,0,44
"BDCV02",2.98,2414,591,0,49
"BDCV02",2.98,2415,591,0,49
"BDCV02",2.98,2416,591,0,44
"BDCV02",2.98,2417,591,0,44
"BDCV02",2.98,2418,592,0,44
"BDCV02",2.98,2419,592,0,44
"BDCV02",2.98,2420,592,0,44
"BDCV02",2.98,2421,592,0,44
"BDCV02",2.98,2422,592,0,44
"BDCV02",2.98,2423,592,0,49
"BDCV02",2.98,2424,593,0,49
"BDCV02",2.98,2425,593,3,44
"BDCV02",2.98,2426,593,0,49
"BDCV02",2.98,2427,593,0,39
"BDCV02",2.98,2428,593,0,44
"BDCV02",2.98,2429,593,0,49
"BDCV02",2.98,2430,594,0,44
"BDCV02",2.98,2431,594,3,49
"BDCV02",2.98,2432,594,0,44
"BDCV02",2.98,2433,594,0,44
"BDCV02",2.98,2434,594,0,44
"BDCV02",2.98,2435,595,0,39
"BDCV02",2.98,2436,595,0,34
"BDCV02",2.98,2437,595,0,44
"BDCV02",2.98,2438,595,0,44
"BDCV02",2.98,2439,595,0,44
"BDCV02",2.98,2440,595,0,39
"BDCV02",2.98,2441,596,0,39
"BDCV02",2.98,2442,596,0,39
"BDCV02",2.98,2443,596,3,44
"BDCV02",2.98,2444,596,3,49
"BDCV02",2.98,2445,596,0,44
"BDCV02",2.98,2446,596,0,39
"BDCV02",2.98,2447,597,3,39
"BDCV02",2.98,2448,597,3,34
"BDCV02",2.98,2449,597,3,39
"BDCV02",2.98,2450,597,3,29
"BDCV02",2.98,2451,597,0,29
"BDCV02",2.98,2452,597,0,34
"BDCV02",2.98,2453,598,0,39
"BDCV02",2.98,2454,598,0,34
"BDCV02",2.98,2455,598,0,39
"BDCV02",2.98,2456,598,0,44
"BDCV02",2.98,2457,598,0,44
"BDCV02",2.98,2458,598,0,39
"BDCV02",2.98,2459,599,0,39
"BDCV02",2.98,2460,599,0,39
"BDCV02",2.98,2461,599,0,34
"BDCV02",2.98,2462,599,0,34
"BDCV02",2.98,2463,599,0,34
"BDCV02",2.98,2464,600,0,34
"BDCV02",2.98,2465,600,0,29
"BDCV02",2.98,2466,600,0,34
"BDCV02",2.98,2467,600,0,39
"BDCV02",2.98,2468,600,0,39
"BDCV02",2.98,2469,600,0,39
"BDCV02",2.98,2470,601,0,39
"BDCV02",2.98,2471,601,0,29
"BDCV02",2.98,2472,601,0,24
"BDCV02",2.98,2473,601,0,24
"BDCV02",2.98,2474,601,0,24
"BDCV02",2.98,2475,601,0,20
"BDCV02",2.98,2476,602,3,20
"BDCV02",2.98,2477,602,0,34
"BDCV02",2.98,2478,602,0,34
"BDCV02",2.98,2479,602,0,24
"BDCV02",2.98,2480,602,0,29
"BDCV02",2.98,2481,602,0,39
"BDCV02",2.98,2482,602,0,29
"BDCV02",2.98,2483,603,0,29
"BDCV02",2.98,2484,603,0,24
"BDCV02",2.98,2485,603,0,24
"BDCV02",2.98,2486,603,0,29
"BDCV02",2.98,2487,603,0,24
"BDCV02",2.98,2488,603,3,24
"BDCV02",2.98,2489,604,0,24
"BDCV02",2.98,2490,604,0,24
"BDCV02",2.98,2491,604,3,20
"BDCV02",2.98,2492,604,0,15
"BDCV02",2.98,2493,604,0,15
"BDCV02",2.98,2494,604,3,20
"BDCV02",2.98,2495,605,0,20
"BDCV02",2.98,2496,605,0,24
"BDCV02",2.98,2497,605,0,24
"BDCV02",2.98,2498,605,0,20
"BDCV02",2.98,2499,605,0,10
"BDCV02",2.98,2500,605,0,15
"BDCV02",2.98,2501,606,0,20
"BDCV02",2.98,2502,606,0,20
"BDCV02",2.98,2503,606,0,20
"BDCV02",2.98,2504,606,0,24
"BDCV02",2.98,2505,606,0,24
"BDCV02",2.98,2506,606,0,24
"BDCV02",2.98,2507,607,0,24
"BDCV02",2.98,2508,607,0,24
"BDCV02",2.98,2509,607,0,20
"BDCV02",2.98,2510,607,0,15
"BDCV02",2.98,2511,607,0,15
"BDCV02",2.98,2512,607,0,24
"BDCV02",2.98,2513,608,0,24
"BDCV02",2.98,2514,608,0,20
"BDCV02",2.98,2515,608,0,20
"BDCV02",2.98,2516,608,0,20
"BDCV02",2.98,2517,608,0,15
"BDCV02",2.98,2518,608,0,20
"BDCV02",2.98,2519,609,0,15
"BDCV02",2.98,2520,609,0,15
"BDCV02",2.98,2521,609,0,20
"BDCV02",2.98,2522,609,0,20
"BDCV02",2.98,2523,609,0,15
"BDCV02",2.98,2524,609,0,20
"BDCV02",2.98,2525,610,0,20
"BDCV02",2.98,2526,610,0,10
"BDCV02",2.98,2527,610,3,10
"BDCV02",2.98,2528,610,0,15
"BDCV02",2.98,2529,610,0,20
"BDCV02",2.98,2530,610,0,15
"BDCV02",2.98,2531,610,0,20
"BDCV02",2.98,2532,611,0,15
"BDCV02",2.98,2533,611,0,10
"BDCV02",2.98,2534,611,0,20
"BDCV02",2.98,2535,611,0,20
"BDCV02",2.98,2536,611,0,5
"BDCV02",2.98,2537,612,0,5
"BDCV02",2.98,2538,612,0,10
"BDCV02",2.98,2539,612,3,20
"BDCV02",2.98,2540,612,3,15
"BDCV02",2.98,2541,612,0,5
"BDCV02",2.98,2542,612,0,10
"BDCV02",2.98,2543,612,3,10
"BDCV02",2.98,2544,613,0,5
"BDCV02",2.98,2545,613,0,0
"BDCV02",2.98,2546,613,0,0
"BDCV02",2.98,2547,613,0,5
"BDCV02",2.98,2548,613,0,5
"BDCV02",2.98,2549,613,0,5
"BDCV02",2.98,2550,614,0,5
"BDCV02",2.98,2551,614,0,0
"BDCV02",2.98,2552,614,0,0
"BDCV02",2.98,2553,614,0,0
"BDCV02",2.98,2554,614,0,0
"BDCV02",2.98,2555,614,0,10
"BDCV02",2.98,2556,615,0,10
"BDCV02",2.98,2557,615,0,0
"BDCV02",2.98,2558,615,0,0
"BDCV02",2.98,2559,615,0,0
"BDCV02",2.98,2560,615,0,5
"BDCV02",2.98,2561,616,0,0
"BDCV02",2.98,2562,616,0,5
"BDCV02",2.98,2563,616,0,0
"BDCV02",2.98,2564,616,0,0
"BDCV02",2.98,2565,616,0,5
"BDCV02",2.98,2566,617,0,5
"BDCV02",2.98,2567,617,0,0
"BDCV02",2.98,2568,617,0,0
"BDCV02",2.98,2569,617,3,5
"BDCV02",2.98,2570,617,3,5
"BDCV02",2.98,2571,617,0,0
"BDCV02",2.98,2572,618,0,0
"BDCV02",2.98,2573,618,0,0
"BDCV02",2.98,2574,618,0,10
"BDCV02",2.98,2575,618,0,5
"BDCV02",2.98,2576,618,0,5
"BDCV02",2.98,2577,618,0,10
"BDCV02",2.98,2578,619,0,10
"BDCV02",2.98,2579,619,0,0
"BDCV02",2.98,2580,619,0,5
"BDCV02",2.98,2581,619,0,5
"BDCV02",2.98,2582,619,0,5
"BDCV02",2.98,2583,619,0,0
"BDCV02",2.98,2584,619,0,0
"BDCV02",2.98,2585,620,0,5
"BDCV02",2.98,2586,620,6,10
"BDCV02",2.98,2587,620,3,5
"BDCV02",2.98,2588,620,0,5
"BDCV02",2.98,2589,620,0,0
"BDCV02",2.98,2590,620,0,0
"BDCV02",2.98,2591,621,0,0
"BDCV02",2.98,2592,621,0,0
"BDCV02",2.98,2593,621,0,10
"BDCV02",2.98,2594,621,0,10
"BDCV02",2.98,2595,621,0,0
"BDCV02",2.98,2596,621,0,0
"BDCV02",2.98,2597,621,0,0
"BDCV02",2.98,2598,622,0,0
"BDCV02",2.98,2599,622,0,0
"BDCV02",2.98,2600,622,0,0
"BDCV02",2.98,2601,622,0,5
"BDCV02",2.98,2602,622,0,5
"BDCV02",2.98,2603,622,0,0
"BDCV02",2.98,2604,623,0,0
"BDCV02",2.98,2605,623,0,0
"BDCV02",2.98,2606,623,0,0
"BDCV02",2.98,2607,623,0,0
"BDCV02",2.98,2608,623,0,10
"BDCV02",2.98,2609,623,0,0
"BDCV02",2.98,2610,623,0,0
"BDCV02",2.98,2611,624,0,0
"BDCV02",2.98,2612,624,0,5
"BDCV02",2.98,2613,624,3,5
"BDCV02",2.98,2614,624,3,0
"BDCV02",2.98,2615,624,3,0
"BDCV02",2.98,2616,624,3,0
"BDCV02",2.98,2617,625,0,0
"BDCV02",2.98,2618,625,0,5
"BDCV02",2.98,2619,625,3,10
"BDCV02",2.98,2620,625,0,10
"BDCV02",2.98,2621,626,0,5
"BDCV02",2.98,2622,626,0,0
"BDCV02",2.98,2623,626,0,0
"BDCV02",2.98,2624,626,0,5
"BDCV02",2.98,2625,626,0,0
"BDCV02",2.98,2626,627,0,0
"BDCV02",2.98,2627,627,0,0
"BDCV02",2.98,2628,627,0,0
"BDCV02",2.98,2629,627,0,0
"BDCV02",2.98,2630,627,0,0
"BDCV02",2.98,2631,627,0,0
"BDCV02",2.98,2632,628,0,0
"BDCV02",2.98,2633,628,0,0
"BDCV02",2.98,2634,628,0,0
"BDCV02",2.98,2635,628,0,0
"BDCV02",2.98,2636,628,0,0
"BDCV02",2.98,2637,628,0,0
"BDCV02",2.98,2638,628,0,0
"BDCV02",2.98,2639,629,3,0
"BDCV02",2.98,2640,629,0,0
"BDCV02",2.98,2641,629,0,0
"BDCV02",2.98,2642,629,0,0
"BDCV02",2.98,2643,629,0,0
"BDCV02",2.98,2644,629,0,0
"BDCV02",2.98,2645,629,0,0
"BDCV02",2.98,2646,630,0,0
"BDCV02",2.98,2647,630,3,0
"BDCV02",2.98,2648,630,0,0
"BDCV02",2.98,2649,630,0,0
"BDCV02",2.98,2650,630,0,0
"BDCV02",2.98,2651,630,0,0
"BDCV02",2.98,2652,631,0,0
"BDCV02",2.98,2653,631,0,0
"BDCV02",2.98,2654,631,0,0
"BDCV02",2.98,2655,631,0,0
"BDCV02",2.98,2656,631,0,0
"BDCV02",2.98,2657,631,0,0
"BDCV02",2.98,2658,631,0,0
"BDCV02",2.98,2659,631,0,0
"BDCV02",2.98,2660,632,0,5
"BDCV02",2.98,2661,632,0,0
"BDCV02",2.98,2662,632,0,0
"BDCV02",2.98,2663,633,0,0
"BDCV02",2.98,2664,633,0,0
"BDCV02",2.98,2665,633,0,0
"BDCV02",2.98,2666,633,0,0
"BDCV02",2.98,2667,633,0,0
"BDCV02",2.98,2668,633,0,0
"BDCV02",2.98,2669,634,0,0
"BDCV02",2.98,2670,634,0,0
"BDCV02",2.98,2671,634,0,0
"BDCV02",2.98,2672,634,0,0
"BDCV02",2.98,2673,634,0,0
"BDCV02",2.98,2674,635,0,0
"BDCV02",2.98,2675,635,0,0
"BDCV02",2.98,2676,635,0,0
"BDCV02",2.98,2677,635,0,0
"BDCV02",2.98,2678,635,0,0
"BDCV02",2.98,2679,635,0,0
"BDCV02",2.98,2680,635,0,0
"BDCV02",2.98,2681,636,0,0
"BDCV02",2.98,2682,636,0,0
"BDCV02",2.98,2683,636,0,0
"BDCV02",2.98,2684,636,3,0
"BDCV02",2.98,2685,636,0,0
"BDCV02",2.98,2686,636,0,5
"BDCV02",2.98,2687,636,0,0
"BDCV02",2.98,2688,637,0,0
"BDCV02",2.98,2689,637,3,0
"BDCV02",2.98,2690,637,3,0
"BDCV02",2.98,2691,637,0,0
"BDCV02",2.98,2692,637,0,0
"BDCV02",2.98,2693,637,0,0
"BDCV02",2.98,2694,637,0,0
"BDCV02",2.98,2695,638,3,0
"BDCV02",2.98,2696,638,0,0
"BDCV02",2.98,2697,638,0,0
"BDCV02",2.98,2698,638,0,0
"BDCV02",2.98,2699,638,0,0
"BDCV02",2.98,2700,639,0,0
"BDCV02",2.98,2701,639,0,0
"BDCV02",2.98,2702,639,0,0
"BDCV02",2.98,2703,639,0,0
"BDCV02",2.98,2704,639,0,0
"BDCV02",2.98,2705,639,0,0
"BDCV02",2.98,2706,640,0,0
"BDCV02",2.98,2707,640,0,0
"BDCV02",2.98,2708,640,0,0
"BDCV02",2.98,2709,640,0,0
"BDCV02",2.98,2710,640,0,0
"BDCV02",2.98,2711,640,0,0
"BDCV02",2.98,2712,641,0,5
"BDCV02",2.98,2713,641,0,5
"BDCV02",2.98,2714,641,0,0
"BDCV02",2.98,2715,641,0,0
"BDCV02",2.98,2716,641,0,0
"BDCV02",2.98,2717,642,0,0
"BDCV02",2.98,2718,642,0,0
"BDCV02",2.98,2719,642,0,0
"BDCV02",2.98,2720,642,0,0
"BDCV02",2.98,2721,642,0,0
"BDCV02",2.98,2722,642,0,0
"BDCV02",2.98,2723,643,0,0
"BDCV02",2.98,2724,643,0,0
"BDCV02",2.98,2725,643,0,0
"BDCV02",2.98,2726,643,0,0
"BDCV02",2.98,2727,643,0,0
"BDCV02",2.98,2728,643,0,0
"BDCV02",2.98,2729,643,0,0
"BDCV02",2.98,2730,644,0,0
"BDCV02",2.98,2731,644,3,0
"BDCV02",2.98,2732,644,0,0
"BDCV02",2.98,2733,644,3,0
"BDCV02",2.98,2734,644,3,0
"BDCV02",2.98,2735,644,0,0
"BDCV02",2.98,2736,644,0,0
"BDCV02",2.98,2737,645,0,0
"BDCV02",2.98,2738,645,0,0
"BDCV02",2.98,2739,645,0,0
"BDCV02",2.98,2740,645,0,0
"BDCV02",2.98,2741,645,0,0
"BDCV02",2.98,2742,645,3,5
"BDCV02",2.98,2743,646,3,0
"BDCV02",2.98,2744,646,0,0
"BDCV02",2.98,2745,646,0,0
"BDCV02",2.98,2746,646,0,0
"BDCV02",2.98,2747,646,0,0
"BDCV02",2.98,2748,646,0,0
"BDCV02",2.98,2749,647,0,0
"BDCV02",2.98,2750,647,0,0
"BDCV02",2.98,2751,647,0,0
"BDCV02",2.98,2752,647,0,0
"BDCV02",2.98,2753,647,0,0
"BDCV02",2.98,2754,647,0,0
"BDCV02",2.98,2755,648,0,0
"BDCV02",2.98,2756,648,0,0
"BDCV02",2.98,2757,648,0,0
"BDCV02",2.98,2758,648,0,0
"BDCV02",2.98,2759,648,0,0
"BDCV02",2.98,2760,649,0,0
"BDCV02",2.98,2761,649,0,0
"BDCV02",2.98,2762,649,0,10
"BDCV02",2.98,2763,649,0,0
"BDCV02",2.98,2764,650,0,0
"BDCV02",2.98,2765,650,0,0
"BDCV02",2.98,2766,650,0,0
"BDCV02",2.98,2767,650,0,0
"BDCV02",2.98,2768,650,0,0
"BDCV02",2.98,2769,650,0,0
"BDCV02",2.98,2770,650,0,0
"BDCV02",2.98,2771,651,0,0
"BDCV02",2.98,2772,651,0,0
"BDCV02",2.98,2773,651,0,0
"BDCV02",2.98,2774,651,0,0
"BDCV02",2.98,2775,651,0,0
"BDCV02",2.98,2776,651,0,0
"BDCV02",2.98,2777,652,0,0
"BDCV02",2.98,2778,652,0,0
"BDCV02",2.98,2779,652,0,0
"BDCV02",2.98,2780,652,0,0
"BDCV02",2.98,2781,652,0,0
"BDCV02",2.98,2782,652,0,0
"BDCV02",2.98,2783,653,0,0
"BDCV02",2.98,2784,653,0,0
"BDCV02",2.98,2785,653,0,0
"BDCV02",2.98,2786,653,0,0
"BDCV02",2.98,2787,653,0,0
"BDCV02",2.98,2788,653,0,0
"BDCV02",2.98,2789,654,0,0
"BDCV02",2.98,2790,654,0,0
"BDCV02",2.98,2791,654,0,0
"BDCV02",2.98,2792,654,0,0
"BDCV02",2.98,2793,654,0,0
"BDCV02",2.98,2794,654,0,0
"BDCV02",2.98,2795,655,0,0
"BDCV02",2.98,2796,655,0,0
"BDCV02",2.98,2797,655,0,0
"BDCV02",2.98,2798,655,0,0
"BDCV02",2.98,2799,655,0,0
"BDCV02",2.98,2800,655,0,0
"BDCV02",2.98,2801,655,0,0
"BDCV02",2.98,2802,656,0,0
"BDCV02",2.98,2803,656,0,0
"BDCV02",2.98,2804,656,0,0
"BDCV02",2.98,2805,656,0,0
"BDCV02",2.98,2806,656,0,0
"BDCV02",2.98,2807,656,0,0
"BDCV02",2.98,2808,656,0,0
"BDCV02",2.98,2809,657,0,0
"BDCV02",2.98,2810,657,0,0
"BDCV02",2.98,2811,657,0,0
"BDCV02",2.98,2812,657,0,0
"BDCV02",2.98,2813,657,0,0
"BDCV02",2.98,2814,657,0,0
"BDCV02",2.98,2815,658,0,0
"BDCV02",2.98,2816,658,0,0
"BDCV02",2.98,2817,658,0,0
"BDCV02",2.98,2818,658,0,0
"BDCV02",2.98,2819,658,0,0
"BDCV02",2.98,2820,658,0,0
"BDCV02",2.98,2821,659,0,0
"BDCV02",2.98,2822,659,0,0
"BDCV02",2.98,2823,659,0,0
"BDCV02",2.98,2824,659,0,0
"BDCV02",2.98,2825,659,0,0
"BDCV02",2.98,2826,660,0,0
"BDCV02",2.98,2827,660,0,0
"BDCV02",2.98,2828,660,0,0
"BDCV02",2.98,2829,660,0,0
"BDCV02",2.98,2830,660,0,0
"BDCV02",2.98,2831,660,0,0
"BDCV02",2.98,2832,661,0,0
"BDCV02",2.98,2833,661,0,0
"BDCV02",2.98,2834,661,0,0
"BDCV02",2.98,2835,661,0,0
"BDCV02",2.98,2836,661,0,0
"BDCV02",2.98,2837,661,3,0
"BDCV02",2.98,2838,662,3,0
"BDCV02",2.98,2839,662,0,0
"BDCV02",2.98,2840,662,3,0
"BDCV02",2.98,2841,662,3,0
"BDCV02",2.98,2842,662,0,0
"BDCV02",2.98,2843,663,0,0
"BDCV02",2.98,2844,663,0,0
"BDCV02",2.98,2845,663,0,0
"BDCV02",2.98,2846,663,0,0
"BDCV02",2.98,2847,663,0,0
"BDCV02",2.98,2848,663,0,0
"BDCV02",2.98,2849,664,0,0
"BDCV02",2.98,2850,664,0,0
"BDCV02",2.98,2851,664,0,0
"BDCV02",2.98,2852,664,0,0
"BDCV02",2.98,2853,664,0,0
"BDCV02",2.98,2854,664,0,0
"BDCV02",2.98,2855,664,0,0
"BDCV02",2.98,2856,664,0,0
"BDCV02",2.98,2857,665,0,0
"BDCV02",2.98,2858,665,0,0
"BDCV02",2.98,2859,665,0,0
"BDCV02",2.98,2860,665,0,0
"BDCV02",2.98,2861,665,0,0
"BDCV02",2.98,2862,666,0,0
"BDCV02",2.98,2863,666,0,0
"BDCV02",2.98,2864,666,0,0
"BDCV02",2.98,2865,666,0,0
"BDCV02",2.98,2866,666,0,0
"BDCV02",2.98,2867,666,0,0
"BDCV02",2.98,2868,667,3,0
"BDCV02",2.98,2869,667,0,0
"BDCV02",2.98,2870,667,0,0
"BDCV02",2.98,2871,667,0,5
"BDCV02",2.98,2872,667,3,0
"BDCV02",2.98,2873,667,0,0
"BDCV02",2.98,2874,668,0,0
"BDCV02",2.98,2875,668,0,0
"BDCV02",2.98,2876,668,0,0
"BDCV02",2.98,2877,668,0,0
"BDCV02",2.98,2878,668,0,0
"BDCV02",2.98,2879,668,0,0
"BDCV02",2.98,2880,669,0,0
"BDCV02",2.98,2881,669,0,0
"BDCV02",2.98,2882,669,0,0
"BDCV02",2.98,2883,669,0,0
"BDCV02",2.98,2884,669,3,0
"BDCV02",2.98,2885,669,3,0
"BDCV02",2.98,2886,670,0,0
"BDCV02",2.98,2887,670,0,0
"BDCV02",2.98,2888,670,0,0
"BDCV02",2.98,2889,670,0,0
"BDCV02",2.98,2890,670,3,0
"BDCV02",2.98,2891,670,3,0
"BDCV02",2.98,2892,671,0,0
"BDCV02",2.98,2893,671,0,0
"BDCV02",2.98,2894,671,0,0
"BDCV02",2.98,2895,671,0,0
"BDCV02",2.98,2896,671,0,0
"BDCV02",2.98,2897,671,0,0
"BDCV02",2.98,2898,672,0,0
"BDCV02",2.98,2899,672,0,0
"BDCV02",2.98,2900,672,0,0
"BDCV02",2.98,2901,672,0,0
"BDCV02",2.98,2902,672,0,0
"BDCV02",2.98,2903,672,0,0
"BDCV02",2.98,2904,673,0,0
"BDCV02",2.98,2905,673,0,0
"BDCV02",2.98,2906,673,0,0
"BDCV02",2.98,2907,673,0,0
"BDCV02",2.98,2908,673,0,0
"BDCV02",2.98,2909,673,0,0
"BDCV02",2.98,2910,674,0,0
"BDCV02",2.98,2911,674,0,0
"BDCV02",2.98,2912,674,0,0
"BDCV02",2.98,2913,674,0,0
"BDCV02",2.98,2914,674,0,0
"BDCV02",2.98,2915,674,0,0
"BDCV02",2.98,2916,674,0,0
"BDCV02",2.98,2917,675,0,0
"BDCV02",2.98,2918,675,0,0
"BDCV02",2.98,2919,675,10,0
"BDCV02",2.98,2920,675,6,0
"BDCV02",2.98,2921,675,6,0
"BDCV02",2.98,2922,676,6,0
"BDCV02",2.98,2923,676,3,0
"BDCV02",2.98,2924,676,0,0
"BDCV02",2.98,2925,676,0,0
"BDCV02",2.98,2926,676,0,0
"BDCV02",2.98,2927,676,0,0
"BDCV02",2.98,2928,676,0,0
"BDCV02",2.98,2929,677,3,0
"BDCV02",2.98,2930,677,0,0
"BDCV02",2.98,2931,677,0,0
"BDCV02",2.98,2932,677,0,0
"BDCV02",2.98,2933,677,0,0
"BDCV02",2.98,2934,678,3,0
"BDCV02",2.98,2935,678,3,0
"BDCV02",2.98,2936,678,3,0
"BDCV02",2.98,2937,678,0,0
"BDCV02",2.98,2938,678,0,0
"BDCV02",2.98,2939,678,0,0
"BDCV02",2.98,2940,678,0,0
"BDCV02",2.98,2941,679,0,0
"BDCV02",2.98,2942,679,0,0
"BDCV02",2.98,2943,679,0,0
"BDCV02",2.98,2944,679,0,0
"BDCV02",2.98,2945,679,0,0
"BDCV02",2.98,2946,679,0,0
"BDCV02",2.98,2947,680,0,0
"BDCV02",2.98,2948,680,0,0
"BDCV02",2.98,2949,680,0,0
"BDCV02",2.98,2950,680,0,0
"BDCV02",2.98,2951,680,0,0
"BDCV02",2.98,2952,680,3,0
"BDCV02",2.98,2953,680,3,0
"BDCV02",2.98,2954,680,0,0
"BDCV02",2.98,2955,680,0,0
"BDCV02",2.98,2956,681,0,0
"BDCV02",2.98,2957,681,0,0
"BDCV02",2.98,2958,681,0,0
"BDCV02",2.98,2959,682,0,0
"BDCV02",2.98,2960,682,0,0
"BDCV02",2.98,2961,682,0,0
"BDCV02",2.98,2962,682,0,0
"BDCV02",2.98,2963,682,0,0
"BDCV02",2.98,2964,683,0,0
"BDCV02",2.98,2965,683,0,0
"BDCV02",2.98,2966,683,0,0
"BDCV02",2.98,2967,683,0,0
"BDCV02",2.98,2968,683,0,0
"BDCV02",2.98,2969,683,0,0
"BDCV02",2.98,2970,684,0,0
"BDCV02",2.98,2971,684,0,0
"BDCV02",2.98,2972,684,0,0
"BDCV02",2.98,2973,684,0,0
"BDCV02",2.98,2974,684,0,0
"BDCV02",2.98,2975,684,0,0
"BDCV02",2.98,2976,685,0,0
"BDCV02",2.98,2977,685,0,0
"BDCV02",2.98,2978,685,0,0
"BDCV02",2.98,2979,685,0,0
"BDCV02",2.98,2980,685,0,0
"BDCV02",2.98,2981,685,0,0
"BDCV02",2.98,2982,686,0,0
"BDCV02",2.98,2983,686,0,0
"BDCV02",2.98,2984,686,0,0
"BDCV02",2.98,2985,686,0,0
"BDCV02",2.98,2986,686,0,0
"BDCV02",2.98,2987,686,0,0
"BDCV02",2.98,2988,687,0,0
"BDCV02",2.98,2989,687,0,0
"BDCV02",2.98,2990,687,0,0
"BDCV02",2.98,2991,687,0,0
"BDCV02",2.98,2992,687,0,0
"BDCV02",2.98,2993,687,0,0
"BDCV02",2.98,2994,688,0,0
"BDCV02",2.98,2995,688,0,0
"BDCV02",2.98,2996,688,0,0
"BDCV02",2.98,2997,688,0,0
"BDCV02",2.98,2998,688,0,0
"BDCV02",2.98,2999,688,0,0
"BDCV02",2.98,3000,688,0,0
"BDCV02",2.98,3001,689,0,0
"BDCV02",2.98,3002,689,0,0
"BDCV02",2.98,3003,689,0,0
"BDCV02",2.98,3004,689,0,0
"BDCV02",2.98,3005,689,0,0
"BDCV02",2.98,3006,689,0,0
"BDCV02",2.98,3007,690,0,0
"BDCV02",2.98,3008,690,0,0
"BDCV02",2.98,3009,690,0,0
"BDCV02",2.98,3010,690,0,0
"BDCV02",2.98,3011,690,0,0
