"Sample","Quant","Temps","Temperature","fid","CO","CO2"
"BDCV02",2.98,902,499,1721,29,130
"BDCV02",2.98,903,499,1701,30,130
"BDCV02",2.98,904,499,1681,34,127
"BDCV02",2.98,905,500,1662,32,127
"BDCV02",2.98,906,500,1642,29,130
"BDCV02",2.98,907,501,1623,29,134
"BDCV02",2.98,908,501,1604,30,134
"BDCV02",2.98,909,501,1585,29,130
"BDCV02",2.98,910,502,1566,29,134
"BDCV02",2.98,911,502,1548,29,134
"BDCV02",2.98,912,503,1529,30,130
"BDCV02",2.98,913,503,1511,30,130
"BDCV02",2.98,914,504,1493,30,130
"BDCV02",2.98,915,504,1475,30,134
"BDCV02",2.98,916,504,1457,29,130
"BDCV02",2.98,917,505,1439,30,130
"BDCV02",2.98,918,505,1422,30,134
"BDCV02",2.98,919,506,1405,30,130
"BDCV02",2.98,920,506,1388,32,130
"BDCV02",2.98,921,506,1371,30,134
"BDCV02",2.98,922,507,1354,30,134
"BDCV02",2.98,923,507,1338,30,134
"BDCV02",2.98,924,508,1321,30,134
"BDCV02",2.98,925,508,1305,29,134
"BDCV02",2.98,926,509,1289,27,134
"BDCV02",2.98,927,509,1273,27,130
"BDCV02",2.98,928,509,1258,30,130
"BDCV02",2.98,929,510,1242,29,134
"BDCV02",2.98,930,510,1227,27,137
"BDCV02",2.98,931,511,1212,29,137
"BDCV02",2.98,932,511,1197,27,130
"BDCV02",2.98,933,512,1182,29,130
"BDCV02",2.98,934,512,1168,30,134
"BDCV02",2.98,935,512,1153,29,137
"BDCV02",2.98,936,512,1139,30,134
"BDCV02",2.98,937,513,1124,30,134
"BDCV02",2.98,938,513,1111,30,134
"BDCV02",2.98,939,514,1097,29,134
"BDCV02",2.98,940,514,1083,29,134
"BDCV02",2.98,941,514,1070,29,137
"BDCV02",2.98,942,515,1057,29,134
"BDCV02",2.98,943,515,1044,27,134
"BDCV02",2.98,944,516,1030,27,137
"BDCV02",2.98,945,516,1018,29,137
"BDCV02",2.98,946,517,1005,29,137
"BDCV02",2.98,947,517,993,27,137
"BDCV02",2.98,948,517,981,27,134
"BDCV02",2.98,949,518,970,29,134
"BDCV02",2.98,950,518,958,29,134
"BDCV02",2.98,951,519,947,27,134
"BDCV02",2.98,952,519,935,27,137
"BDCV02",2.98,953,519,924,27,137
"BDCV02",2.98,954,520,913,27,137
"BDCV02",2.98,955,520,902,27,137
"BDCV02",2.98,956,521,892,25,134
"BDCV02",2.98,957,521,881,27,134
"BDCV02",2.98,958,521,871,27,134
"BDCV02",2.98,959,522,861,25,134
"BDCV02",2.98,960,522,851,29,137
"BDCV02",2.98,961,522,841,29,137
"BDCV02",2.98,962,523,831,29,137
"BDCV02",2.98,963,524,822,25,137
"BDCV02",2.98,964,524,813,27,137
"BDCV02",2.98,965,524,804,27,137
"BDCV02",2.98,966,525,795,27,137
"BDCV02",2.98,967,525,786,25,140
"BDCV02",2.98,968,526,777,27,140
"BDCV02",2.98,969,526,769,29,137
"BDCV02",2.98,970,527,760,27,137
"BDCV02",2.98,971,527,752,27,137
"BDCV02",2.98,972,527,744,29,137
"BDCV02",2.98,973,528,736,29,137
"BDCV02",2.98,974,528,728,29,140
"BDCV02",2.98,975,529,720,25,140
"BDCV02",2.98,976,529,712,27,140
"BDCV02",2.98,977,530,704,29,140
"BDCV02",2.98,978,530,697,27,140
"BDCV02",2.98,979,530,689,29,140
"BDCV02",2.98,980,531,682,27,143
"BDCV02",2.98,981,531,675,27,143
"BDCV02",2.98,982,532,667,25,143
"BDCV02",2.98,983,532,660,23,143
"BDCV02",2.98,984,532,653,25,143
"BDCV02",2.98,985,533,647,27,143
"BDCV02",2.98,986,533,640,25,146
"BDCV02",2.98,987,534,634,25,146
"BDCV02",2.98,988,534,627,25,146
"BDCV02",2.98,989,534,621,27,146
"BDCV02",2.98,990,535,615,27,146
"BDCV02",2.98,991,535,609,25,149
"BDCV02",2.98,992,536,603,25,149
"BDCV02",2.98,993,536,597,27,149
"BDCV02",2.98,994,536,591,27,149
"BDCV02",2.98,995,537,585,27,149
"BDCV02",2.98,996,537,580,29,149
"BDCV02",2.98,997,537,574,27,152
"BDCV02",2.98,998,538,568,27,152
"BDCV02",2.98,999,538,563,27,152
"BDCV02",2.98,1000,539,558,29,152
"BDCV02",2.98,1001,539,552,30,152
"BDCV02",2.98,1002,540,547,29,152
"BDCV02",2.98,1003,540,542,29,155
"BDCV02",2.98,1004,541,537,29,158
"BDCV02",2.98,1005,541,531,27,158
"BDCV02",2.98,1006,541,526,29,161
"BDCV02",2.98,1007,542,521,29,161
"BDCV02",2.98,1008,542,516,29,161
"BDCV02",2.98,1009,543,511,29,158
"BDCV02",2.98,1010,543,506,30,161
"BDCV02",2.98,1011,543,501,30,158
"BDCV02",2.98,1012,544,497,30,161
"BDCV02",2.98,1013,544,492,29,168
"BDCV02",2.98,1014,545,487,30,168
"BDCV02",2.98,1015,545,482,29,168
"BDCV02",2.98,1016,546,477,29,168
"BDCV02",2.98,1017,546,473,30,168
"BDCV02",2.98,1018,546,468,30,171
"BDCV02",2.98,1019,547,464,30,168
"BDCV02",2.98,1020,547,460,30,171
"BDCV02",2.98,1021,548,455,32,177
"BDCV02",2.98,1022,548,451,32,174
"BDCV02",2.98,1023,548,447,32,174
"BDCV02",2.98,1024,549,442,32,177
"BDCV02",2.98,1025,549,438,30,180
"BDCV02",2.98,1026,550,434,32,183
"BDCV02",2.98,1027,550,430,34,180
"BDCV02",2.98,1028,550,426,34,180
"BDCV02",2.98,1029,551,422,34,186
"BDCV02",2.98,1030,551,418,36,186
"BDCV02",2.98,1031,552,414,36,183
"BDCV02",2.98,1032,552,411,36,186
"BDCV02",2.98,1033,552,407,36,186
"BDCV02",2.98,1034,553,403,36,189
"BDCV02",2.98,1035,553,400,36,193
"BDCV02",2.98,1036,554,396,36,196
"BDCV02",2.98,1037,554,392,34,193
"BDCV02",2.98,1038,554,389,34,196
"BDCV02",2.98,1039,555,385,36,199
"BDCV02",2.98,1040,555,382,36,199
"BDCV02",2.98,1041,556,378,38,202
"BDCV02",2.98,1042,556,375,39,199
"BDCV02",2.98,1043,557,371,39,199
"BDCV02",2.98,1044,557,368,39,202
"BDCV02",2.98,1045,558,365,39,205
"BDCV02",2.98,1046,558,362,39,208
"BDCV02",2.98,1047,558,358,41,208
"BDCV02",2.98,1048,559,355,41,208
"BDCV02",2.98,1049,559,352,41,211
"BDCV02",2.98,1050,560,349,41,211
"BDCV02",2.98,1051,560,346,43,217
"BDCV02",2.98,1052,560,342,43,217
"BDCV02",2.98,1053,561,339,45,217
"BDCV02",2.98,1054,561,336,45,220
"BDCV02",2.98,1055,562,333,45,224
"BDCV02",2.98,1056,562,330,45,224
"BDCV02",2.98,1057,562,327,45,224
"BDCV02",2.98,1058,563,325,45,227
"BDCV02",2.98,1059,563,322,45,230
"BDCV02",2.98,1060,564,319,47,230
"BDCV02",2.98,1061,564,316,47,233
"BDCV02",2.98,1062,565,314,47,233
"BDCV02",2.98,1063,565,311,47,236
"BDCV02",2.98,1064,565,308,47,236
"BDCV02",2.98,1065,566,306,47,242
"BDCV02",2.98,1066,566,303,47,245
"BDCV02",2.98,1067,566,301,48,248
"BDCV02",2.98,1068,567,299,48,248
"BDCV02",2.98,1069,567,296,50,248
"BDCV02",2.98,1070,568,294,52,248
"BDCV02",2.98,1071,568,291,54,252
"BDCV02",2.98,1072,568,289,52,255
"BDCV02",2.98,1073,569,286,50,255
"BDCV02",2.98,1074,569,284,52,258
"BDCV02",2.98,1075,570,281,54,261
"BDCV02",2.98,1076,570,279,54,261
"BDCV02",2.98,1077,571,277,54,261
"BDCV02",2.98,1078,571,274,56,261
"BDCV02",2.98,1079,571,272,56,264
"BDCV02",2.98,1080,572,270,57,270
"BDCV02",2.98,1081,572,267,57,270
"BDCV02",2.98,1082,573,265,59,273
"BDCV02",2.98,1083,573,263,59,276
"BDCV02",2.98,1084,574,261,59,276
"BDCV02",2.98,1085,574,259,59,279
"BDCV02",2.98,1086,574,257,59,283
"BDCV02",2.98,1087,575,254,61,283
"BDCV02",2.98,1088,575,252,61,286
"BDCV02",2.98,1089,576,250,61,289
"BDCV02",2.98,1090,576,248,61,289
"BDCV02",2.98,1091,576,246,63,289
"BDCV02",2.98,1092,577,244,66,289
"BDCV02",2.98,1093,577,242,66,295
"BDCV02",2.98,1094,578,240,65,295
"BDCV02",2.98,1095,578,238,65,295
"BDCV02",2.98,1096,578,236,66,301
"BDCV02",2.98,1097,579,234,66,304
"BDCV02",2.98,1098,579,232,68,301
"BDCV02",2.98,1099,580,230,66,304
"BDCV02",2.98,1100,580,228,68,307
"BDCV02",2.98,1101,581,226,68,307
"BDCV02",2.98,1102,581,224,66,311
"BDCV02",2.98,1103,581,222,68,314
"BDCV02",2.98,1104,582,221,70,317
"BDCV02",2.98,1105,582,219,70,314
"BDCV02",2.98,1106,583,217,72,317
"BDCV02",2.98,1107,583,215,72,320
"BDCV02",2.98,1108,583,213,72,323
"BDCV02",2.98,1109,584,212,73,323
"BDCV02",2.98,1110,584,210,72,323
"BDCV02",2.98,1111,585,208,72,326
"BDCV02",2.98,1112,585,206,72,326
"BDCV02",2.98,1113,585,205,73,329
"BDCV02",2.98,1114,586,203,73,329
"BDCV02",2.98,1115,586,201,73,329
"BDCV02",2.98,1116,587,200,73,329
"BDCV02",2.98,1117,587,198,75,332
"BDCV02",2.98,1118,588,196,77,335
"BDCV02",2.98,1119,588,195,79,335
"BDCV02",2.98,1120,589,193,79,338
"BDCV02",2.98,1121,589,192,77,342
"BDCV02",2.98,1122,589,190,77,342
"BDCV02",2.98,1123,590,189,77,338
"BDCV02",2.98,1124,590,187,79,335
"BDCV02",2.98,1125,590,185,79,338
"BDCV02",2.98,1126,591,184,81,338
"BDCV02",2.98,1127,591,182,81,342
"BDCV02",2.98,1128,592,181,79,342
"BDCV02",2.98,1129,592,180,79,345
"BDCV02",2.98,1130,593,178,81,342
"BDCV02",2.98,1131,593,177,82,338
"BDCV02",2.98,1132,593,175,82,342
"BDCV02",2.98,1133,594,174,82,345
"BDCV02",2.98,1134,594,172,82,348
"BDCV02",2.98,1135,595,171,84,348
"BDCV02",2.98,1136,595,170,82,345
"BDCV02",2.98,1137,595,168,82,348
"BDCV02",2.98,1138,596,167,82,348
"BDCV02",2.98,1139,596,166,86,348
"BDCV02",2.98,1140,596,164,86,348
"BDCV02",2.98,1141,597,163,84,345
"BDCV02",2.98,1142,597,162,84,348
"BDCV02",2.98,1143,598,161,84,345
"BDCV02",2.98,1144,598,159,84,342
"BDCV02",2.98,1145,598,158,84,348
"BDCV02",2.98,1146,599,157,84,348
"BDCV02",2.98,1147,599,156,84,348
"BDCV02",2.98,1148,600,155,84,348
"BDCV02",2.98,1149,600,154,84,345
"BDCV02",2.98,1150,601,152,86,345
"BDCV02",2.98,1151,601,151,84,345
"BDCV02",2.98,1152,602,150,86,345
"BDCV02",2.98,1153,602,149,88,345
"BDCV02",2.98,1154,602,148,88,345
"BDCV02",2.98,1155,603,147,88,342
"BDCV02",2.98,1156,603,146,88,342
"BDCV02",2.98,1157,604,145,88,338
"BDCV02",2.98,1158,604,144,88,338
"BDCV02",2.98,1159,605,143,88,342
"BDCV02",2.98,1160,605,142,90,345
"BDCV02",2.98,1161,605,141,88,342
"BDCV02",2.98,1162,606,141,90,338
"BDCV02",2.98,1163,606,140,90,338
"BDCV02",2.98,1164,607,139,90,338
"BDCV02",2.98,1165,607,138,90,338
"BDCV02",2.98,1166,607,137,88,335
"BDCV02",2.98,1167,608,136,88,335
"BDCV02",2.98,1168,608,135,90,332
"BDCV02",2.98,1169,609,134,90,332
"BDCV02",2.98,1170,609,133,91,335
"BDCV02",2.98,1171,609,133,90,335
"BDCV02",2.98,1172,610,132,90,332
"BDCV02",2.98,1173,610,131,90,332
"BDCV02",2.98,1174,611,130,88,332
"BDCV02",2.98,1175,611,129,88,332
"BDCV02",2.98,1176,611,129,90,329
"BDCV02",2.98,1177,612,128,90,329
"BDCV02",2.98,1178,612,127,88,329
"BDCV02",2.98,1179,613,126,88,329
"BDCV02",2.98,1180,613,126,88,329
"BDCV02",2.98,1181,614,125,90,329
"BDCV02",2.98,1182,614,124,91,329
"BDCV02",2.98,1183,614,123,90,326
"BDCV02",2.98,1184,615,122,91,326
"BDCV02",2.98,1185,615,122,91,326
"BDCV02",2.98,1186,616,121,91,326
"BDCV02",2.98,1187,616,120,90,326
"BDCV02",2.98,1188,616,119,91,326
"BDCV02",2.98,1189,617,118,93,326
"BDCV02",2.98,1190,617,118,93,323
"BDCV02",2.98,1191,618,117,95,320
"BDCV02",2.98,1192,618,116,93,320
"BDCV02",2.98,1193,619,116,91,317
"BDCV02",2.98,1194,619,115,93,320
"BDCV02",2.98,1195,619,115,93,323
"BDCV02",2.98,1196,620,114,93,323
"BDCV02",2.98,1197,620,113,93,320
"BDCV02",2.98,1198,621,113,95,320
"BDCV02",2.98,1199,621,112,97,320
"BDCV02",2.98,1200,622,112,95,320
"BDCV02",2.98,1201,622,111,97,323
"BDCV02",2.98,1202,622,111,97,320
"BDCV02",2.98,1203,623,110,95,317
"BDCV02",2.98,1204,623,109,93,320
"BDCV02",2.98,1205,624,109,95,320
"BDCV02",2.98,1206,624,108,99,317
"BDCV02",2.98,1207,624,107,97,317
"BDCV02",2.98,1208,625,106,97,314
"BDCV02",2.98,1209,625,106,99,314
"BDCV02",2.98,1210,626,105,99,317
"BDCV02",2.98,1211,626,105,97,320
"BDCV02",2.98,1212,627,104,99,320
"BDCV02",2.98,1213,627,103,99,317
"BDCV02",2.98,1214,627,103,99,314
"BDCV02",2.98,1215,628,102,99,314
"BDCV02",2.98,1216,628,101,99,314
"BDCV02",2.98,1217,629,101,100,317
"BDCV02",2.98,1218,629,100,100,317
"BDCV02",2.98,1219,629,99,100,317
"BDCV02",2.98,1220,630,99,100,317
"BDCV02",2.98,1221,630,98,102,314
"BDCV02",2.98,1222,631,97,102,317
"BDCV02",2.98,1223,631,97,104,317
"BDCV02",2.98,1224,631,96,104,317
"BDCV02",2.98,1225,632,96,102,314
"BDCV02",2.98,1226,632,95,102,314
"BDCV02",2.98,1227,633,95,102,317
"BDCV02",2.98,1228,633,94,104,314
"BDCV02",2.98,1229,634,94,104,317
"BDCV02",2.98,1230,634,93,104,317
"BDCV02",2.98,1231,634,93,106,317
"BDCV02",2.98,1232,635,92,106,317
"BDCV02",2.98,1233,635,92,106,317
"BDCV02",2.98,1234,636,91,106,317
"BDCV02",2.98,1235,636,91,106,317
"BDCV02",2.98,1236,636,90,108,320
"BDCV02",2.98,1237,637,89,108,320
"BDCV02",2.98,1238,637,89,109,317
"BDCV02",2.98,1239,638,89,109,320
"BDCV02",2.98,1240,638,88,111,320
"BDCV02",2.98,1241,639,88,111,320
"BDCV02",2.98,1242,639,87,111,323
"BDCV02",2.98,1243,639,87,113,320
"BDCV02",2.98,1244,640,86,113,320
"BDCV02",2.98,1245,640,86,111,323
"BDCV02",2.98,1246,641,86,111,320
"BDCV02",2.98,1247,641,85,113,317
"BDCV02",2.98,1248,641,85,115,320
"BDCV02",2.98,1249,642,84,115,323
"BDCV02",2.98,1250,642,84,116,326
"BDCV02",2.98,1251,643,84,116,326
"BDCV02",2.98,1252,643,83,116,323
"BDCV02",2.98,1253,644,83,116,326
"BDCV02",2.98,1254,644,83,118,323
"BDCV02",2.98,1255,644,82,118,323
"BDCV02",2.98,1256,645,82,118,326
"BDCV02",2.98,1257,645,81,120,326
"BDCV02",2.98,1258,645,81,120,326
"BDCV02",2.98,1259,646,81,120,329
"BDCV02",2.98,1260,646,80,120,329
"BDCV02",2.98,1261,647,80,122,326
"BDCV02",2.98,1262,647,79,122,326
"BDCV02",2.98,1263,647,79,124,323
"BDCV02",2.98,1264,647,78,125,326
"BDCV02",2.98,1265,647,78,125,326
"BDCV02",2.98,1266,648,77,124,326
"BDCV02",2.98,1267,648,77,124,332
"BDCV02",2.98,1268,648,76,125,329
"BDCV02",2.98,1269,648,75,125,326
"BDCV02",2.98,1270,648,74,124,326
"BDCV02",2.98,1271,648,74,125,326
"BDCV02",2.98,1272,648,73,127,326
"BDCV02",2.98,1273,648,72,129,323
"BDCV02",2.98,1274,648,72,127,323
"BDCV02",2.98,1275,648,71,127,323
"BDCV02",2.98,1276,648,70,125,323
"BDCV02",2.98,1277,647,69,125,323
"BDCV02",2.98,1278,647,69,124,320
"BDCV02",2.98,1279,647,68,124,320
"BDCV02",2.98,1280,646,67,125,320
"BDCV02",2.98,1281,646,66,125,317
"BDCV02",2.98,1282,646,65,122,314
"BDCV02",2.98,1283,645,65,122,311
"BDCV02",2.98,1284,645,64,124,307
"BDCV02",2.98,1285,644,63,118,307
"BDCV02",2.98,1286,644,62,116,307
"BDCV02",2.98,1287,643,61,115,304
"BDCV02",2.98,1288,643,60,113,301
"BDCV02",2.98,1289,642,59,113,295
"BDCV02",2.98,1290,642,59,111,289
"BDCV02",2.98,1291,641,58,109,289
"BDCV02",2.98,1292,641,57,106,289
"BDCV02",2.98,1293,640,56,104,283
"BDCV02",2.98,1294,640,55,104,279
"BDCV02",2.98,1295,639,54,102,276
"BDCV02",2.98,1296,638,54,100,270
"BDCV02",2.98,1297,638,53,97,264
"BDCV02",2.98,1298,637,53,95,261
"BDCV02",2.98,1299,636,52,93,258
"BDCV02",2.98,1300,636,52,90,252
"BDCV02",2.98,1301,635,51,90,245
"BDCV02",2.98,1302,634,51,88,242
"BDCV02",2.98,1303,634,50,84,236
"BDCV02",2.98,1304,633,50,84,233
"BDCV02",2.98,1305,632,49,82,227
"BDCV02",2.98,1306,631,49,81,220
"BDCV02",2.98,1307,631,49,79,217
"BDCV02",2.98,1308,630,48,77,211
"BDCV02",2.98,1309,629,48,75,205
"BDCV02",2.98,1310,629,48,72,202
"BDCV02",2.98,1311,628,47,70,199
"BDCV02",2.98,1312,627,47,70,193
"BDCV02",2.98,1313,626,47,66,186
"BDCV02",2.98,1314,626,46,65,183
"BDCV02",2.98,1315,625,46,61,180
"BDCV02",2.98,1316,624,45,61,174
"BDCV02",2.98,1317,623,45,59,171
"BDCV02",2.98,1318,623,45,57,168
"BDCV02",2.98,1319,622,44,57,165
"BDCV02",2.98,1320,621,44,56,158
"BDCV02",2.98,1321,620,44,52,152
"BDCV02",2.98,1322,619,43,50,149
"BDCV02",2.98,1323,619,43,48,143
"BDCV02",2.98,1324,618,42,48,140
"BDCV02",2.98,1325,617,42,48,137
"BDCV02",2.98,1326,616,42,48,130
"BDCV02",2.98,1327,615,41,47,127
"BDCV02",2.98,1328,615,41,43,124
"BDCV02",2.98,1329,614,41,41,121
"BDCV02",2.98,1330,613,41,41,118
"BDCV02",2.98,1331,612,40,39,118
"BDCV02",2.98,1332,612,40,38,115
"BDCV02",2.98,1333,611,40,38,109
"BDCV02",2.98,1334,610,39,36,106
"BDCV02",2.98,1335,609,39,34,102
"BDCV02",2.98,1336,608,39,32,99
"BDCV02",2.98,1337,608,39,34,96
"BDCV02",2.98,1338,607,38,34,93
"BDCV02",2.98,1339,606,38,32,90
"BDCV02",2.98,1340,605,38,30,90
"BDCV02",2.98,1341,605,38,29,90
"BDCV02",2.98,1342,604,37,29,87
"BDCV02",2.98,1343,603,37,27,84
"BDCV02",2.98,1344,602,37,25,81
"BDCV02",2.98,1345,601,37,27,78
"BDCV02",2.98,1346,601,37,25,78
"BDCV02",2.98,1347,600,37,25,71
"BDCV02",2.98,1348,599,37,23,68
"BDCV02",2.98,1349,598,36,23,68
"BDCV02",2.98,1350,598,36,23,65
"BDCV02",2.98,1351,597,36,23,65
"BDCV02",2.98,1352,596,36,23,65
"BDCV02",2.98,1353,595,35,20,62
"BDCV02",2.98,1354,595,35,18,62
"BDCV02",2.98,1355,594,35,18,62
"BDCV02",2.98,1356,593,35,18,56
"BDCV02",2.98,1357,592,35,18,53
"BDCV02",2.98,1358,592,35,16,50
"BDCV02",2.98,1359,591,35,16,53
"BDCV02",2.98,1360,590,34,14,50
"BDCV02",2.98,1361,589,34,16,50
"BDCV02",2.98,1362,589,34,16,50
"BDCV02",2.98,1363,588,34,16,47
"BDCV02",2.98,1364,587,34,16,43
"BDCV02",2.98,1365,586,34,14,47
"BDCV02",2.98,1366,585,34,13,43
"BDCV02",2.98,1367,585,34,13,43
"BDCV02",2.98,1368,584,34,13,43
"BDCV02",2.98,1369,583,34,13,40
"BDCV02",2.98,1370,582,34,11,40
"BDCV02",2.98,1371,582,34,9,37
"BDCV02",2.98,1372,581,34,11,37
"BDCV02",2.98,1373,580,34,11,37
"BDCV02",2.98,1374,579,34,11,34
"BDCV02",2.98,1375,579,34,11,37
"BDCV02",2.98,1376,578,34,9,37
"BDCV02",2.98,1377,577,33,7,34
"BDCV02",2.98,1378,576,34,9,31
"BDCV02",2.98,1379,576,34,11,31
"BDCV02",2.98,1380,575,34,9,31
"BDCV02",2.98,1381,574,34,7,34
"BDCV02",2.98,1382,573,34,7,31
"BDCV02",2.98,1383,573,34,7,28
"BDCV02",2.98,1384,572,34,7,28
"BDCV02",2.98,1385,571,34,7,28
"BDCV02",2.98,1386,570,34,7,28
"BDCV02",2.98,1387,570,34,7,22
"BDCV02",2.98,1388,569,34,7,22
"BDCV02",2.98,1389,568,34,7,22
"BDCV02",2.98,1390,567,35,7,25
"BDCV02",2.98,1391,567,34,5,22
"BDCV02",2.98,1392,566,34,5,22
"BDCV02",2.98,1393,566,34,5,22
"BDCV02",2.98,1394,565,34,5,19
"BDCV02",2.98,1395,564,34,5,19
"BDCV02",2.98,1396,563,34,5,19
"BDCV02",2.98,1397,563,34,5,19
"BDCV02",2.98,1398,562,34,5,19
"BDCV02",2.98,1399,561,34,5,16
"BDCV02",2.98,1400,560,33,4,12
"BDCV02",2.98,1401,560,33,4,12
"BDCV02",2.98,1402,559,33,7,16
"BDCV02",2.98,1403,558,33,5,19
"BDCV02",2.98,1404,558,33,4,16
"BDCV02",2.98,1405,557,33,5,16
"BDCV02",2.98,1406,556,33,5,16
"BDCV02",2.98,1407,556,33,4,12
"BDCV02",2.98,1408,555,33,4,12
"BDCV02",2.98,1409,554,33,4,12
"BDCV02",2.98,1410,553,33,5,16
"BDCV02",2.98,1411,553,33,5,16
"BDCV02",2.98,1412,552,33,2,16
"BDCV02",2.98,1413,551,33,4,12
"BDCV02",2.98,1414,551,32,5,12
"BDCV02",2.98,1415,550,32,5,12
"BDCV02",2.98,1416,549,32,4,12
"BDCV02",2.98,1417,549,32,2,9
"BDCV02",2.98,1418,548,32,4,9
"BDCV02",2.98,1419,547,32,4,9
"BDCV02",2.98,1420,547,32,4,9
"BDCV02",2.98,1421,546,31,5,9
"BDCV02",2.98,1422,545,31,4,9
"BDCV02",2.98,1423,545,31,2,9
"BDCV02",2.98,1424,544,31,0,0
"BDCV02",2.98,1425,543,31,0,0
"BDCV02",2.98,1426,543,31,0,0
"BDCV02",2.98,1427,542,31,0,0
"BDCV02",2.98,1428,541,31,0,0
"BDCV02",2.98,1429,541,31,0,0
"BDCV02",2.98,1430,540,31,0,0
"BDCV02",2.98,1431,539,31,0,0
"BDCV02",2.98,1432,539,31,0,0
"BDCV02",2.98,1433,538,31,0,0
"BDCV02",2.98,1434,537,30,0,0
"BDCV02",2.98,1435,537,30,0,0
"BDCV02",2.98,1436,536,30,0,0
"BDCV02",2.98,1437,536,30,0,0
"BDCV02",2.98,1438,535,30,0,0
"BDCV02",2.98,1439,534,31,0,0
"BDCV02",2.98,1440,534,32,0,0
"BDCV02",2.98,1441,533,32,0,0
"BDCV02",2.98,1442,532,34,0,0
"BDCV02",2.98,1443,532,35,0,0
