"Sample","Quant","Temps","Temperature","fid","CO","CO2"
"BDCV02",2.98,0,200,664,0,19
"BDCV02",2.98,1,200,692,0,22
"BDCV02",2.98,2,200,729,0,22
"BDCV02",2.98,3,200,774,0,22
"BDCV02",2.98,4,200,824,0,28
"BDCV02",2.98,5,200,879,2,31
"BDCV02",2.98,6,200,938,0,40
"BDCV02",2.98,7,200,1067,2,53
"BDCV02",2.98,8,200,1205,4,62
"BDCV02",2.98,9,200,1355,2,75
"BDCV02",2.98,10,200,1514,4,84
"BDCV02",2.98,11,200,1681,2,102
"BDCV02",2.98,12,200,1857,2,115
"BDCV02",2.98,13,200,2038,4,130
"BDCV02",2.98,14,200,2226,5,146
"BDCV02",2.98,15,200,2418,4,161
"BDCV02",2.98,16,200,2613,4,180
"BDCV02",2.98,17,200,2810,4,196
"BDCV02",2.98,18,200,3010,4,208
"BDCV02",2.98,19,200,3210,4,227
"BDCV02",2.98,20,200,3410,4,255
"BDCV02",2.98,21,200,3609,4,273
"BDCV02",2.98,22,200,3806,5,295
"BDCV02",2.98,23,200,4002,5,314
"BDCV02",2.98,24,200,4195,5,329
"BDCV02",2.98,25,200,4385,5,348
"BDCV02",2.98,26,201,4573,4,369
"BDCV02",2.98,27,201,4758,4,388
"BDCV02",2.98,28,201,4940,4,410
"BDCV02",2.98,29,201,5118,4,425
"BDCV02",2.98,30,201,5293,4,441
"BDCV02",2.98,31,201,5464,5,447
"BDCV02",2.98,32,201,5630,7,463
"BDCV02",2.98,33,201,5791,9,478
"BDCV02",2.98,34,201,5948,7,491
"BDCV02",2.98,35,201,6100,5,497
"BDCV02",2.98,36,201,6247,4,503
"BDCV02",2.98,37,201,6389,4,506
"BDCV02",2.98,38,201,6525,5,509
"BDCV02",2.98,39,201,6656,5,512
"BDCV02",2.98,40,201,6781,5,519
"BDCV02",2.98,41,201,6902,4,522
"BDCV02",2.98,42,201,7017,5,519
"BDCV02",2.98,43,201,7129,5,515
"BDCV02",2.98,44,201,7236,5,515
"BDCV02",2.98,45,201,7340,5,519
"BDCV02",2.98,46,201,7440,5,515
"BDCV02",2.98,47,201,7538,5,515
"BDCV02",2.98,48,201,7634,4,512
"BDCV02",2.98,49,201,7727,4,509
"BDCV02",2.98,50,201,7818,4,509
"BDCV02",2.98,51,201,7907,5,506
"BDCV02",2.98,52,201,7994,5,503
"BDCV02",2.98,53,201,8079,5,503
"BDCV02",2.98,54,201,8162,5,500
"BDCV02",2.98,55,201,8242,5,494
"BDCV02",2.98,56,201,8320,5,491
"BDCV02",2.98,57,201,8395,5,487
"BDCV02",2.98,58,201,8467,5,487
"BDCV02",2.98,59,201,8537,4,484
"BDCV02",2.98,60,201,8604,4,478
"BDCV02",2.98,61,201,8668,4,475
"BDCV02",2.98,62,201,8730,4,472
"BDCV02",2.98,63,201,8788,4,466
"BDCV02",2.98,64,201,8843,5,460
"BDCV02",2.98,65,201,8895,5,456
"BDCV02",2.98,66,201,8944,5,453
"BDCV02",2.98,67,201,8990,7,447
"BDCV02",2.98,68,201,9033,5,441
"BDCV02",2.98,69,201,9073,5,438
"BDCV02",2.98,70,201,9111,2,432
"BDCV02",2.98,71,201,9146,2,432
"BDCV02",2.98,72,201,9179,4,425
"BDCV02",2.98,73,201,9210,5,422
"BDCV02",2.98,74,201,9237,5,413
"BDCV02",2.98,75,201,9261,4,407
"BDCV02",2.98,76,201,9283,4,404
"BDCV02",2.98,77,201,9304,4,401
"BDCV02",2.98,78,201,9323,5,397
"BDCV02",2.98,79,201,9340,5,391
"BDCV02",2.98,80,201,9355,5,388
"BDCV02",2.98,81,201,9369,2,382
"BDCV02",2.98,82,201,9380,2,379
"BDCV02",2.98,83,201,9390,2,369
"BDCV02",2.98,84,201,9398,4,369
"BDCV02",2.98,85,201,9405,4,366
"BDCV02",2.98,86,201,9410,4,360
"BDCV02",2.98,87,201,9414,4,357
"BDCV02",2.98,88,201,9416,5,348
"BDCV02",2.98,89,201,9418,4,345
"BDCV02",2.98,90,201,9418,4,342
"BDCV02",2.98,91,201,9417,4,338
"BDCV02",2.98,92,201,9415,4,335
"BDCV02",2.98,93,201,9412,4,332
"BDCV02",2.98,94,201,9407,4,323
"BDCV02",2.98,95,201,9402,4,320
"BDCV02",2.98,96,201,9396,2,314
"BDCV02",2.98,97,201,9389,2,314
"BDCV02",2.98,98,201,9381,0,307
"BDCV02",2.98,99,201,9372,2,301
"BDCV02",2.98,100,201,9362,4,298
"BDCV02",2.98,101,201,9351,4,292
"BDCV02",2.98,102,201,9339,2,289
"BDCV02",2.98,103,201,9326,2,286
"BDCV02",2.98,104,201,9313,4,283
"BDCV02",2.98,105,201,9299,0,279
"BDCV02",2.98,106,201,9284,2,276
"BDCV02",2.98,107,201,9269,2,270
"BDCV02",2.98,108,201,9254,2,267
"BDCV02",2.98,109,201,9237,4,264
"BDCV02",2.98,110,201,9220,4,258
"BDCV02",2.98,111,201,9202,2,258
"BDCV02",2.98,112,201,9184,4,255
"BDCV02",2.98,113,201,9164,4,252
"BDCV02",2.98,114,201,9146,2,248
"BDCV02",2.98,115,201,9127,2,245
"BDCV02",2.98,116,201,9108,2,236
"BDCV02",2.98,117,201,9089,4,236
"BDCV02",2.98,118,201,9069,2,236
"BDCV02",2.98,119,201,9049,2,233
"BDCV02",2.98,120,201,9028,2,230
"BDCV02",2.98,121,201,9007,2,224
"BDCV02",2.98,122,201,8985,2,217
"BDCV02",2.98,123,201,8962,2,214
"BDCV02",2.98,124,201,8941,2,214
"BDCV02",2.98,125,201,8920,2,214
"BDCV02",2.98,126,201,8898,2,211
"BDCV02",2.98,127,201,8876,4,208
"BDCV02",2.98,128,201,8852,2,205
"BDCV02",2.98,129,201,8828,2,199
"BDCV02",2.98,130,201,8804,2,193
"BDCV02",2.98,131,201,8779,0,193
"BDCV02",2.98,132,201,8754,2,193
"BDCV02",2.98,133,201,8729,4,189
"BDCV02",2.98,134,201,8706,4,189
"BDCV02",2.98,135,201,8684,4,186
"BDCV02",2.98,136,201,8664,2,183
"BDCV02",2.98,137,198,8644,2,180
"BDCV02",2.98,138,198,8625,2,177
"BDCV02",2.98,139,198,8606,0,177
"BDCV02",2.98,140,199,8589,2,174
"BDCV02",2.98,141,199,8572,2,171
"BDCV02",2.98,142,199,8558,0,171
"BDCV02",2.98,143,199,8545,0,168
"BDCV02",2.98,144,199,8534,0,161
"BDCV02",2.98,145,199,8526,0,165
"BDCV02",2.98,146,199,8519,0,165
"BDCV02",2.98,147,199,8514,2,158
"BDCV02",2.98,148,199,8509,2,158
"BDCV02",2.98,149,199,8505,2,155
"BDCV02",2.98,150,199,8503,0,152
"BDCV02",2.98,151,199,8503,2,152
"BDCV02",2.98,152,200,8505,0,149
"BDCV02",2.98,153,200,8508,0,146
"BDCV02",2.98,154,200,8513,0,146
"BDCV02",2.98,155,200,8518,2,146
"BDCV02",2.98,156,200,8525,2,143
"BDCV02",2.98,157,200,8531,2,143
"BDCV02",2.98,158,200,8538,0,140
"BDCV02",2.98,159,200,8544,0,137
"BDCV02",2.98,160,200,8549,0,137
"BDCV02",2.98,161,201,8553,2,137
"BDCV02",2.98,162,201,8556,2,134
"BDCV02",2.98,163,201,8558,0,130
"BDCV02",2.98,164,201,8559,0,130
"BDCV02",2.98,165,201,8557,0,130
"BDCV02",2.98,166,201,8554,0,130
"BDCV02",2.98,167,201,8550,2,127
"BDCV02",2.98,168,201,8544,2,124
"BDCV02",2.98,169,201,8536,2,124
"BDCV02",2.98,170,201,8526,2,127
"BDCV02",2.98,171,201,8514,2,127
"BDCV02",2.98,172,201,8501,0,124
"BDCV02",2.98,173,201,8486,0,121
"BDCV02",2.98,174,202,8470,2,121
"BDCV02",2.98,175,202,8453,0,118
"BDCV02",2.98,176,202,8434,2,118
"BDCV02",2.98,177,202,8414,0,118
"BDCV02",2.98,178,202,8394,0,118
"BDCV02",2.98,179,202,8374,0,118
"BDCV02",2.98,180,202,8354,0,115
"BDCV02",2.98,181,202,8336,0,115
"BDCV02",2.98,182,202,8319,0,115
"BDCV02",2.98,183,202,8302,0,112
"BDCV02",2.98,184,202,8286,0,112
"BDCV02",2.98,185,202,8272,0,112
"BDCV02",2.98,186,202,8259,2,109
"BDCV02",2.98,187,202,8250,2,109
"BDCV02",2.98,188,202,8243,2,106
"BDCV02",2.98,189,202,8240,0,106
"BDCV02",2.98,190,202,8241,0,106
"BDCV02",2.98,191,203,8247,2,106
"BDCV02",2.98,192,203,8258,2,102
"BDCV02",2.98,193,203,8273,2,102
"BDCV02",2.98,194,203,8292,0,99
"BDCV02",2.98,195,203,8318,0,99
"BDCV02",2.98,196,203,8351,2,99
"BDCV02",2.98,197,204,8390,0,99
"BDCV02",2.98,198,204,8437,0,99
"BDCV02",2.98,199,204,8490,0,102
"BDCV02",2.98,200,204,8551,0,99
"BDCV02",2.98,201,205,8619,2,96
"BDCV02",2.98,202,205,8693,0,96
"BDCV02",2.98,203,205,8774,0,93
"BDCV02",2.98,204,206,8862,2,93
"BDCV02",2.98,205,206,8956,2,93
"BDCV02",2.98,206,206,9057,0,90
"BDCV02",2.98,207,207,9163,0,93
"BDCV02",2.98,208,208,9275,0,93
"BDCV02",2.98,209,208,9393,0,90
"BDCV02",2.98,210,208,9516,2,90
"BDCV02",2.98,211,209,9644,0,90
"BDCV02",2.98,212,209,9778,2,90
"BDCV02",2.98,213,210,9916,0,87
"BDCV02",2.98,214,210,10059,2,90
"BDCV02",2.98,215,210,10207,2,90
"BDCV02",2.98,216,211,10359,2,90
"BDCV02",2.98,217,211,10516,2,90
"BDCV02",2.98,218,212,10676,0,90
"BDCV02",2.98,219,213,10839,0,90
"BDCV02",2.98,220,213,11005,2,90
"BDCV02",2.98,221,214,11175,0,90
"BDCV02",2.98,222,214,11347,0,93
"BDCV02",2.98,223,215,11521,0,90
"BDCV02",2.98,224,215,11698,0,90
"BDCV02",2.98,225,215,11875,0,96
"BDCV02",2.98,226,216,12055,0,96
"BDCV02",2.98,227,217,12235,2,96
"BDCV02",2.98,228,217,12415,2,96
"BDCV02",2.98,229,218,12595,2,99
"BDCV02",2.98,230,218,12775,2,102
"BDCV02",2.98,231,219,12955,0,99
"BDCV02",2.98,232,219,13133,2,99
"BDCV02",2.98,233,220,13310,0,102
"BDCV02",2.98,234,220,13485,0,106
"BDCV02",2.98,235,221,13657,2,106
"BDCV02",2.98,236,221,13827,4,106
"BDCV02",2.98,237,222,13993,0,112
"BDCV02",2.98,238,223,14155,0,112
"BDCV02",2.98,239,223,14313,0,112
"BDCV02",2.98,240,224,14466,0,112
"BDCV02",2.98,241,224,14616,0,118
"BDCV02",2.98,242,225,14760,2,121
"BDCV02",2.98,243,225,14899,0,121
"BDCV02",2.98,244,226,15031,2,121
"BDCV02",2.98,245,226,15158,2,124
"BDCV02",2.98,246,227,15279,0,124
"BDCV02",2.98,247,227,15394,0,130
"BDCV02",2.98,248,228,15502,2,130
"BDCV02",2.98,249,228,15603,2,130
"BDCV02",2.98,250,229,15698,0,134
"BDCV02",2.98,251,229,15786,0,137
"BDCV02",2.98,252,230,15866,0,140
"BDCV02",2.98,253,230,15939,2,143
"BDCV02",2.98,254,231,16004,2,143
"BDCV02",2.98,255,231,16061,2,143
"BDCV02",2.98,256,232,16111,2,146
"BDCV02",2.98,257,232,16152,0,149
"BDCV02",2.98,258,232,16187,2,149
"BDCV02",2.98,259,233,16213,2,152
"BDCV02",2.98,260,234,16231,0,155
"BDCV02",2.98,261,234,16241,2,155
"BDCV02",2.98,262,234,16243,0,155
"BDCV02",2.98,263,235,16239,0,158
"BDCV02",2.98,264,235,16227,2,158
"BDCV02",2.98,265,236,16208,2,161
"BDCV02",2.98,266,236,16183,2,161
